id,name,protein,fat,carbohydrate,vitaminA,vitaminB1,vitaminB2,vitaminB3,vitaminB5,vitaminB6,vitaminB12,vitaminC,vitaminD,vitaminK
1184,＜魚類＞（さけ・ます類）　たいせいようさけ　養殖　生　　,0.201,0.161,0.001,0.17,0.0022,0.0009,0.074,0.0173,0.0046,0.089,0.01,0.1,0
1185,＜魚類＞（さけ・ます類）　たいせいようさけ　養殖　焼き　　,0.251,0.2,0.001,0.22,0.0021,0.0012,0.081,0.0214,0.0039,0.036,0.02,0.107,0
1186,＜魚類＞（さけ・ます類）　にじます　海面養殖　皮つき、生　　,0.214,0.142,0.001,0.57,0.0017,0.001,0.068,0.0178,0.0045,0.052,0.02,0.106,-
1187,＜魚類＞（さけ・ます類）　にじます　海面養殖　皮なし、刺身　　,0.205,0.108,0.002,0.27,0.0021,0.0012,0.067,0.0174,0.0059,0.038,0.03,0.07,-
1188,＜魚類＞（さけ・ます類）　にじます　海面養殖　皮つき、焼き　　,0.272,0.158,0.004,0.74,0.002,0.0015,0.07,0.0268,0.003,0.028,0.05,0.116,-
1189,＜魚類＞（さけ・ます類）　にじます　淡水養殖　皮つき、生　　,0.197,0.046,0.001,0.17,0.0021,0.001,0.04,0.0163,0.0036,0.06,0.02,0.12,0
1190,＜魚類＞（さけ・ます類）　べにざけ　生　　,0.225,0.045,0.001,0.27,0.0026,0.0015,0.06,0.0123,0.0041,0.094,Tr,0.33,0
1191,＜魚類＞（さけ・ます類）　べにざけ　焼き　　,0.285,0.06,0.001,0.35,0.0027,0.0022,0.072,0.0149,0.0039,0.038,0.02,0.384,0
1192,＜魚類＞（さけ・ます類）　べにざけ　くん製　　,0.257,0.055,0.001,0.43,0.0023,0.0023,0.085,0.015,0.0052,0.08,0,0.28,0
1193,＜魚類＞（さけ・ます類）　ますのすけ　生　　,0.195,0.125,Tr,1.6,0.0013,0.0012,0.077,0.0138,0.0043,0.034,0.01,0.16,0
1194,＜魚類＞（さけ・ます類）　ますのすけ　焼き　　,0.264,0.167,Tr,2,0.0014,0.002,0.081,0.0177,0.0036,0.041,Tr,0.167,0
1195,＜魚類＞（さば類）　まさば　生　　,0.206,0.168,0.003,0.37,0.0021,0.0031,0.117,0.0066,0.0059,0.129,0.01,0.051,0.02
1196,＜魚類＞（さば類）　まさば　水煮　　,0.226,0.226,0.003,0.31,0.0025,0.003,0.11,0.0075,0.0048,0.19,Tr,0.043,-
1197,＜魚類＞（さば類）　まさば　焼き　　,0.252,0.224,0.004,0.34,0.003,0.0037,0.134,0.0079,0.0054,0.219,0,0.049,0.04
1198,＜魚類＞（さば類）　まさば　フライ　　,0.2,0.251,0.065,0.42,0.002,0.003,0.099,0.007,0.0033,0.106,0,0.035,0.19
1200,＜魚類＞（さば類）　ごまさば　生　　,0.23,0.051,0.003,0.08,0.0017,0.0028,0.146,0.0072,0.0065,0.126,Tr,0.043,0.04
1201,＜魚類＞（さば類）　ごまさば　水煮　　,0.248,0.052,0.002,0.08,0.0015,0.0028,0.128,0.0076,0.0051,0.139,0,0.049,0.04
1202,＜魚類＞（さば類）　ごまさば　焼き　　,0.311,0.066,0.003,0.11,0.0021,0.0036,0.185,0.0101,0.0055,0.167,0,0.057,0.05
1199,＜魚類＞（さば類）　ごまさば　さば節　　,0.739,0.051,Tr,(Tr),0.0025,0.0085,0.15,0.0155,0.0068,0.06,0,0.12,0
1203,＜魚類＞（さば類）　たいせいようさば　生　　,0.172,0.268,0.004,0.44,0.0014,0.0035,0.065,0.0072,0.0035,0.081,0.01,0.1,0
1204,＜魚類＞（さば類）　たいせいようさば　水煮　　,0.186,0.285,0.004,0.42,0.0019,0.0034,0.053,0.0072,0.0028,0.121,Tr,0.066,0
1205,＜魚類＞（さば類）　たいせいようさば　焼き　　,0.218,0.293,0.005,0.63,0.0022,0.0038,0.076,0.0093,0.0033,0.088,Tr,0.105,0
1206,＜魚類＞（さば類）　加工品　塩さば　　,0.262,0.191,0.001,0.09,0.0016,0.0059,0.12,0.0059,0.0041,0.071,0,0.11,0
1207,＜魚類＞（さば類）　加工品　開き干し　　,0.187,0.285,0.002,0.09,0.0013,0.0059,0.085,0.0063,0.0042,0.106,0,0.12,0
1208,＜魚類＞（さば類）　加工品　しめさば　　,0.186,0.269,0.017,0.14,0.0013,0.0028,0.077,0.0071,0.0036,0.114,Tr,0.08,0
1209,＜魚類＞（さば類）　缶詰　水煮　　,0.209,0.107,0.002,(Tr),0.0015,0.004,0.08,0.0055,0.0036,0.12,0,0.11,0
1210,＜魚類＞（さば類）　缶詰　みそ煮　　,0.163,0.139,0.066,0.42,0.0004,0.0037,0.059,0.005,0.003,0.096,0,0.05,0
1211,＜魚類＞（さば類）　缶詰　味付け　　,0.214,0.126,0.04,0.31,0.0003,0.0027,0.074,0.0052,0.0033,0.105,0,0.05,0
1212,＜魚類＞（さめ類）　あぶらつのざめ　生　　,0.168,0.094,Tr,2.1,0.0004,0.0008,0.01,0.0073,0.0033,0.017,Tr,0.01,0
1213,＜魚類＞（さめ類）　よしきりざめ　生　　,0.189,0.006,Tr,0.09,0.0011,0.0011,0.009,0.0049,0.0024,0.003,Tr,0,0
1214,＜魚類＞（さめ類）　ふかひれ　　　,0.839,0.016,Tr,0,Tr,Tr,0.005,0.0024,0.0002,0.009,0,0.01,0
1215,＜魚類＞さより　生　　　,0.196,0.013,Tr,(Tr),Tr,0.0012,0.052,0.0044,0.0033,0.055,0.02,0.03,0
1216,＜魚類＞さわら　生　　　,0.201,0.097,0.001,0.12,0.0009,0.0035,0.095,0.0116,0.004,0.053,Tr,0.07,0
1217,＜魚類＞さわら　焼き　　　,0.236,0.108,0.001,0.16,0.0009,0.0034,0.115,0.0112,0.0029,0.053,Tr,0.121,0
1218,＜魚類＞さんま　皮つき、生　　　,0.176,0.236,0.001,0.16,0.0001,0.0027,0.071,0.007,0.0051,0.154,Tr,0.149,0.01
1219,＜魚類＞さんま　皮なし、刺身　　　,0.169,0.28,0.002,0.26,0,0.0032,0.079,0.0057,0.0058,0.152,0.01,0.112,-
1220,＜魚類＞さんま　皮つき、焼き　　　,0.239,0.179,0.002,0.11,Tr,0.003,0.098,0.0093,0.0042,0.163,0,0.13,Tr
1221,＜魚類＞さんま　開き干し　　　,0.193,0.19,0.001,0.25,Tr,0.003,0.04,0.0084,0.0054,0.1,0,0.14,0
1222,＜魚類＞さんま　みりん干し　　　,0.239,0.258,0.204,0.31,Tr,0.003,0.03,0.0134,0.0035,0.11,0,0.2,0
1223,＜魚類＞さんま　缶詰　味付け　　,0.189,0.189,0.056,0.25,Tr,0.002,0.035,0.0055,0.003,0.121,0,0.13,0
1224,＜魚類＞さんま　缶詰　かば焼　　,0.174,0.13,0.097,0.28,Tr,0.0027,0.062,0.0055,0.0028,0.118,0,0.12,0
1225,＜魚類＞しいら　生　　　,0.213,0.019,Tr,0.08,0.002,0.0015,0.09,0.0036,0.0046,0.026,0.01,0.05,0
1226,＜魚類＞（ししゃも類）　ししゃも　生干し　生　　,0.21,0.081,0.002,1,0.0002,0.0025,0.017,0.0195,0.0007,0.075,0.01,0.006,0.01
1227,＜魚類＞（ししゃも類）　ししゃも　生干し　焼き　　,0.243,0.078,0.002,0.76,0.0004,0.0029,0.009,0.0193,0.0007,0.087,0.01,0.006,0.01
1228,＜魚類＞（ししゃも類）　からふとししゃも　生干し　生　　,0.156,0.116,0.005,1.2,Tr,0.0031,0.015,0.012,0.0008,0.087,0.01,0.004,Tr
1229,＜魚類＞（ししゃも類）　からふとししゃも　生干し　焼き　　,0.182,0.113,0.006,0.9,0.0001,0.0037,0.008,0.0119,0.0008,0.102,0.01,0.005,Tr
1230,＜魚類＞したびらめ　生　　　,0.192,0.016,Tr,0.3,0.0006,0.0014,0.033,0.0026,0.002,0.026,0.01,0.02,0
1231,＜魚類＞しまあじ　養殖　生　　　,0.219,0.08,0.001,0.1,0.0025,0.0015,0.083,0.0088,0.0052,0.032,Tr,0.18,0
1232,＜魚類＞しらうお　生　　　,0.136,0.02,0.001,0.5,0.0008,0.001,0.018,0.0094,0.0012,0.033,0.04,0.01,0
1233,＜魚類＞シルバー　生　　　,0.186,0.079,Tr,1,0.0008,0.0018,0.076,0.0048,0.005,0.018,0,0.03,0
1234,＜魚類＞すずき　生　　　,0.198,0.042,Tr,1.8,0.0002,0.002,0.039,0.0093,0.0027,0.02,0.03,0.1,0
1235,＜魚類＞（たい類）　きだい　生　　,0.186,0.031,0.002,0.5,0.0003,0.0004,0.028,0.0038,0.002,0.032,0.01,0.04,0
1236,＜魚類＞（たい類）　くろだい　生　　,0.204,0.067,0.003,0.12,0.0012,0.003,0.055,0.0062,0.0042,0.037,0.03,0.04,0
1237,＜魚類＞（たい類）　ちだい　生　　,0.194,0.024,0.001,0.21,0.0003,0.001,0.047,0.0049,0.0033,0.03,0.02,0.02,0
1238,＜魚類＞（たい類）　まだい　天然　生　　,0.206,0.058,0.001,0.08,0.0009,0.0005,0.06,0.0064,0.0031,0.012,0.01,0.05,0
1239,＜魚類＞（たい類）　まだい　養殖　皮つき　生　　,0.209,0.094,0.001,0.11,0.0032,0.0008,0.056,0.0134,0.004,0.015,0.03,0.07,-
1240,＜魚類＞（たい類）　まだい　養殖　皮なし　刺身　　,0.212,0.059,0.002,0.1,0.0031,0.0008,0.072,0.014,0.0056,0.018,0.03,0.045,-
1241,＜魚類＞（たい類）　まだい　養殖　皮つき　水煮　　,0.222,0.119,0.001,0.1,0.0016,0.0007,0.057,0.0123,0.0035,0.026,0.02,0.047,-
1242,＜魚類＞（たい類）　まだい　養殖　皮つき　焼き　　,0.227,0.12,0.001,0.17,0.0014,0.0009,0.063,0.0125,0.0032,0.026,0.03,0.056,-
1243,＜魚類＞たかさご　生　　　,0.202,0.015,0.001,0.07,0.0003,0.0007,0.043,0.0046,0.002,0.044,Tr,0.02,0
1244,＜魚類＞たかべ　生　　　,0.187,0.09,Tr,0.16,0.0006,0.0018,0.037,0.0048,0.0023,0.02,0.01,0.04,0
1245,＜魚類＞たちうお　生　　　,0.165,0.209,Tr,0.52,0.0001,0.0007,0.039,0.0056,0.002,0.009,0.01,0.14,0
1246,＜魚類＞（たら類）　すけとうだら　生　　,0.174,0.003,0,0.1,0.0005,0.0011,0.014,0.002,0.0009,0.029,0.01,0.005,0
1247,＜魚類＞（たら類）　すけとうだら　フライ　　,0.192,0.119,0.057,0.18,0.0005,0.0013,0.015,0.0031,0.0008,0.025,Tr,0.004,0.18
1248,＜魚類＞（たら類）　すけとうだら　すり身　　,0.175,0.002,0.066,0.05,0.0003,0.0005,0.004,0.0019,0.0001,0.006,0,0.01,0
1249,＜魚類＞（たら類）　すけとうだら　すきみだら　　,0.405,0.003,0.001,(Tr),0.0013,0.0018,0.022,0.0043,0.001,0.025,0,0.01,0
1250,＜魚類＞（たら類）　すけとうだら　たらこ　生　,0.24,0.047,0.004,0.24,0.0071,0.0043,0.495,0.0368,0.0025,0.181,0.33,0.017,Tr
1251,＜魚類＞（たら類）　すけとうだら　たらこ　焼き　,0.283,0.061,0.005,0.34,0.0077,0.0053,0.569,0.0368,0.0027,0.233,0.21,0.016,Tr
1252,＜魚類＞（たら類）　すけとうだら　からしめんたいこ　　,0.21,0.033,0.03,0.41,0.0034,0.0033,0.199,0.0216,0.0017,0.113,0.76,0.01,0.01
1253,＜魚類＞（たら類）　まだら　生　　,0.176,0.002,0.001,0.1,0.001,0.001,0.014,0.0044,0.0007,0.013,Tr,0.01,0
1254,＜魚類＞（たら類）　まだら　焼き　　,0.252,0.002,0.002,0.09,0.0009,0.0012,0.014,0.0053,0.0009,0.039,Tr,0.007,0
1255,＜魚類＞（たら類）　まだら　しらこ　生　　,0.134,0.008,0.002,0.08,0.0024,0.0013,0.015,0.0068,0.0001,0.031,0.02,0.02,0
1256,＜魚類＞（たら類）　まだら　塩だら　　,0.152,0.001,Tr,(Tr),0.0013,0.002,0.02,0.0026,0.0011,0.014,Tr,0.03,0
1257,＜魚類＞（たら類）　まだら　干しだら　　,0.732,0.008,0.001,(Tr),0.002,0.003,0.04,0.0137,0.0034,0.086,0,0.06,0
1258,＜魚類＞（たら類）　まだら　でんぶ　　,0.255,0.011,0.415,(Tr),0.0004,0.0008,0.019,0.0015,0.0004,0.004,0,0.01,0
1259,＜魚類＞ちか　生　　　,0.195,0.006,Tr,0.04,0,0.0014,0.027,0.0071,0.0019,0.054,Tr,0.01,0
1260,＜魚類＞どじょう　生　　　,0.161,0.012,Tr,0.15,0.0009,0.0109,0.04,0.0066,0.001,0.085,0.01,0.04,0.01
1261,＜魚類＞どじょう　水煮　　　,0.171,0.012,Tr,0.15,0.0008,0.01,0.042,0.0043,0.0008,0.063,Tr,0.055,0.01
1262,＜魚類＞とびうお　生　　　,0.21,0.007,0.001,0.03,0.0001,0.001,0.071,0.0042,0.0047,0.033,0.01,0.02,0
1263,＜魚類＞ナイルティラピア　生　　　,0.198,0.053,0.002,0.03,0.0004,0.002,0.031,0.0108,0.0067,0.023,0.01,0.11,0
1264,＜魚類＞なまず　生　　　,0.184,0.086,Tr,0.71,0.0033,0.001,0.018,0.0081,0.0016,0.023,0,0.04,0
1265,＜魚類＞にぎす　生　　　,0.187,0.012,0.001,0.75,0.0012,0.0026,0.035,0.0077,0.0015,0.034,0.01,Tr,0
1266,＜魚類＞にしん　生　　　,0.174,0.151,0.001,0.18,0.0001,0.0023,0.04,0.0106,0.0042,0.174,Tr,0.22,0
1267,＜魚類＞にしん　身欠きにしん　　　,0.209,0.167,0.002,(Tr),0.0001,0.0003,0.047,0.0124,0.0021,0.126,0,0.5,0
1268,＜魚類＞にしん　開き干し　　　,0.185,0.197,0.002,(Tr),0.0001,0.0003,0.047,0.0128,0.0025,0.09,0,0.36,0
1269,＜魚類＞にしん　くん製　　　,0.231,0.221,Tr,(Tr),0.0001,0.0035,0.05,0.0174,0.001,0.145,0,0.48,0
1270,＜魚類＞にしん　かずのこ　生　　,0.252,0.067,0.002,0.15,0.0015,0.0022,0.014,0.0137,0.0026,0.114,Tr,0.13,Tr
1271,＜魚類＞にしん　かずのこ　乾　　,0.652,0.136,0.005,0.07,Tr,0.0007,0.004,0.0113,0.0028,0.048,0,0.32,0
1272,＜魚類＞にしん　かずのこ　塩蔵　水戻し　　,0.15,0.03,0.006,0.02,Tr,0.0001,Tr,0,0.0004,0.045,0,0.17,0
1273,＜魚類＞はぜ　生　　　,0.191,0.002,0.001,0.07,0.0004,0.0004,0.014,0.0042,0.0007,0.027,0.01,0.03,0
1274,＜魚類＞はぜ　つくだ煮　　　,0.243,0.03,0.399,1.6,0.0011,0.0041,0.024,0.0079,0.0006,0.068,0,0.05,0
1275,＜魚類＞はぜ　甘露煮　　　,0.211,0.022,0.403,0.22,0.0005,0.0011,0.009,0.0023,0.0003,0.058,0,0.06,0
1276,＜魚類＞はたはた　生　　　,0.141,0.057,Tr,0.2,0.0002,0.0014,0.03,0.005,0.0008,0.017,0,0.02,0
1277,＜魚類＞はたはた　生干し　　　,0.167,0.103,Tr,0.22,0.0005,0.0005,0.009,0.005,0.0008,0.035,0.03,0.01,0
1278,＜魚類＞はまふえふき　生　　　,0.205,0.003,0.001,0.08,0.0015,0.0007,0.064,0.004,0.003,0.037,Tr,0.11,0
1279,＜魚類＞はも　生　　　,0.223,0.053,Tr,0.59,0.0004,0.0018,0.038,0.0046,0.0023,0.019,0.01,0.05,0
1280,＜魚類＞ひらまさ　生　　　,0.226,0.049,0.001,0.19,0.002,0.0014,0.076,0.0026,0.0052,0.021,0.03,0.05,0
1281,＜魚類＞ひらめ　天然　生　　　,0.2,0.02,Tr,0.12,0.0004,0.0011,0.05,0.0082,0.0033,0.01,0.03,0.03,0
1282,＜魚類＞ひらめ　養殖　皮つき　生　　　,0.216,0.037,Tr,0.19,0.0012,0.0034,0.062,0.0089,0.0044,0.015,0.05,0.019,-
1283,＜魚類＞ひらめ　養殖　皮なし　刺身　　　,0.212,0.025,0.001,0.09,0.0022,0.0007,0.067,0.0086,0.0048,0.011,0.1,0.023,-
1284,＜魚類＞（ふぐ類）　とらふぐ　養殖　生　　,0.193,0.003,0.002,0.03,0.0006,0.0021,0.059,0.0036,0.0045,0.019,Tr,0.04,0
1285,＜魚類＞（ふぐ類）　まふぐ　生　　,0.189,0.004,Tr,0.07,0.0004,0.0017,0.07,0.0023,0.005,0.03,0,0.06,0
1286,＜魚類＞ふな　生　　　,0.182,0.025,0.001,0.12,0.0055,0.0014,0.023,0.0069,0.0011,0.055,0.01,0.04,0
1287,＜魚類＞ふな　水煮　　　,0.203,0.028,0.001,0.15,0.0049,0.0012,0.016,0.0071,0.001,0.044,Tr,0.038,0
1288,＜魚類＞ふな　甘露煮　　　,0.155,0.036,0.444,0.61,0.0016,0.0016,0.013,0.0024,0.0003,0.067,0,0.02,0
1289,＜魚類＞ぶり　成魚　生　　,0.214,0.176,0.003,0.5,0.0023,0.0036,0.095,0.0101,0.0042,0.038,0.02,0.08,0
1290,＜魚類＞ぶり　成魚　焼き　　,0.262,0.204,0.003,0.42,0.0024,0.0039,0.101,0.0138,0.0038,0.038,0.02,0.054,0
1291,＜魚類＞ぶり　はまち　養殖　皮つき　生　　,0.207,0.172,0.003,0.32,0.0016,0.0021,0.09,0.0099,0.0045,0.046,0.02,0.04,-
1292,＜魚類＞ぶり　はまち　養殖　皮なし　刺身　　,0.21,0.12,0.003,0.41,0.0017,0.0023,0.079,0.0099,0.0053,0.066,0.03,0.044,-
1293,＜魚類＞ほうぼう　生　　　,0.196,0.042,Tr,0.09,0.0009,0.0015,0.05,0.0082,0.0044,0.022,0.03,0.03,0
1294,＜魚類＞ホキ　生　　　,0.17,0.013,Tr,0.43,0.0003,0.0016,0.013,0.0042,0.0007,0.007,0,0.01,0
1295,＜魚類＞ほっけ　生　　　,0.173,0.044,0.001,0.25,0.0009,0.0017,0.025,0.0116,0.0017,0.107,0.01,0.03,0
1296,＜魚類＞ほっけ　塩ほっけ　　　,0.181,0.049,0.001,0.2,0.001,0.0027,0.029,0.0079,0.0018,0.073,Tr,0.03,0
1297,＜魚類＞ほっけ　開き干し　生　　,0.206,0.094,0.001,0.3,0.001,0.0024,0.035,0.0065,0.0021,0.053,0.04,0.046,-
1298,＜魚類＞ほっけ　開き干し　焼き　　,0.231,0.109,0.002,0.39,0.0014,0.0026,0.037,0.0065,0.0017,0.053,0.02,0.035,-
1299,＜魚類＞ぼら　生　　　,0.192,0.05,0.001,0.08,0.0016,0.0026,0.045,0.0066,0.0043,0.047,0.01,0.1,0
1300,＜魚類＞ぼら　からすみ　　　,0.404,0.289,0.003,3.5,0.0001,0.0093,0.027,0.0517,0.0026,0.284,0.1,0.33,0.07
1301,＜魚類＞ほんもろこ　生　　　,0.175,0.041,0.001,2.5,0.0003,0.002,0.025,0.0073,0.0013,0.09,0.02,0.05,0
1302,＜魚類＞（まぐろ類）　きはだ　生　　,0.243,0.004,Tr,0.02,0.0015,0.0009,0.175,0.0036,0.0064,0.058,0,0.06,0
1303,＜魚類＞（まぐろ類）　くろまぐろ　赤身　生　　,0.264,0.014,0.001,0.83,0.001,0.0005,0.142,0.0041,0.0085,0.013,0.02,0.05,Tr
1304,＜魚類＞（まぐろ類）　くろまぐろ　脂身　生　　,0.201,0.275,0.001,2.7,0.0004,0.0007,0.098,0.0047,0.0082,0.01,0.04,0.18,0
1305,＜魚類＞（まぐろ類）　びんなが　生　　,0.26,0.007,0.002,0.04,0.0013,0.001,0.207,0.0031,0.0094,0.028,0.01,0.07,0
1306,＜魚類＞（まぐろ類）　みなみまぐろ　赤身　生　　,0.216,0.001,0.001,0.06,0.0003,0.0005,0.11,0.003,0.0108,0.022,Tr,0.04,0
1307,＜魚類＞（まぐろ類）　みなみまぐろ　脂身　生　　,0.203,0.283,0.001,0.34,0.001,0.0006,0.108,0.0029,0.01,0.015,0.05,0.05,0
1308,＜魚類＞（まぐろ類）　めじまぐろ　生　　,0.252,0.048,0.001,0.61,0.0019,0.0019,0.194,0.0059,0.0073,0.069,0.01,0.12,0
1309,＜魚類＞（まぐろ類）　めばち　生　　,0.228,0.012,0.002,0.03,0.0003,0.0008,0.135,0.002,0.0046,0.045,Tr,0.02,0
1310,＜魚類＞（まぐろ類）　缶詰　水煮　フレーク　ライト　　,0.16,0.007,0.002,0.1,0.0001,0.0004,0.095,0.0013,0.0026,0.011,0,0.03,0
1311,＜魚類＞（まぐろ類）　缶詰　水煮　フレーク　ホワイト　　,0.183,0.025,0.004,(Tr),0.0007,0.0003,0.11,0.0013,0.0015,0.014,0,0.02,0
1312,＜魚類＞（まぐろ類）　缶詰　味付け　フレーク　　,0.19,0.023,0.099,(Tr),0.0007,0.0003,0.08,0.0023,0.0016,0.037,0,0.05,0
1313,＜魚類＞（まぐろ類）　缶詰　油漬　フレーク　ライト　　,0.177,0.217,0.001,0.08,0.0001,0.0003,0.088,0.0009,0.0026,0.011,0,0.02,0.44
1314,＜魚類＞（まぐろ類）　缶詰　油漬　フレーク　ホワイト　　,0.188,0.236,0.001,(Tr),0.0005,0.0013,0.12,0.0012,0.0015,0.02,0,0.04,-
1315,＜魚類＞マジェランあいなめ　生　　　,0.133,0.229,0.001,18,0.0002,0.0008,0.009,0.0029,0.0004,0.006,Tr,0.17,0
1316,＜魚類＞まながつお　生　　　,0.171,0.109,Tr,0.9,0.0022,0.0013,0.036,0.0137,0.003,0.014,0.01,0.05,0
1317,＜魚類＞みなみくろたち　生　　　,0.217,0.03,0.001,0.55,0.0006,0.002,0.075,0.0085,0.005,0.065,0.01,0.02,0
1318,＜魚類＞みなみだら　生　　　,0.164,0.003,Tr,0.06,0.0003,0.0027,0.017,0.0044,0.0009,0.016,0,0.07,0
1319,＜魚類＞むつ　生　　　,0.167,0.126,Tr,0.08,0.0003,0.0016,0.024,0.0031,0.001,0.019,Tr,0.04,0
1320,＜魚類＞むつ　水煮　　　,0.222,0.084,Tr,0.11,0.0004,0.0016,0.028,0.0025,0.0013,0.025,Tr,0.036,0
1321,＜魚類＞めじな　生　　　,0.194,0.045,0.001,0.55,0.0005,0.0038,0.027,0.0044,0.0016,0.018,0,0.01,0
1322,＜魚類＞めばる　生　　　,0.181,0.035,Tr,0.11,0.0007,0.0017,0.016,0.0037,0.0011,0.015,0.02,0.01,0
1323,＜魚類＞メルルーサ　生　　　,0.17,0.006,Tr,0.05,0.0009,0.0004,0.01,0.0032,0.0007,0.008,Tr,0.01,0
1324,＜魚類＞やつめうなぎ　生　　　,0.158,0.218,0.002,82,0.0025,0.0085,0.03,0.0118,0.002,0.049,0.02,0.03,0
1325,＜魚類＞やつめうなぎ　干しやつめ　　　,0.503,0.312,0.005,19,0.0033,0.0169,0.07,0.0576,0.0014,0.548,0,0.12,0
1326,＜魚類＞やまめ　養殖　生　　　,0.184,0.043,0.003,0.15,0.0015,0.0016,0.038,0.0148,0.0022,0.066,0.03,0.08,0
1327,＜魚類＞わかさぎ　生　　　,0.144,0.017,0.001,0.99,0.0001,0.0014,0.016,0.0051,0.0017,0.079,0.01,0.02,Tr
1328,＜魚類＞わかさぎ　つくだ煮　　　,0.287,0.055,0.382,4.6,0.0024,0.0032,0.034,0.0077,0.0006,0.094,Tr,0.08,0
1329,＜魚類＞わかさぎ　あめ煮　　　,0.263,0.051,0.404,4.2,0.0028,0.0035,0.036,0,0.0006,0.113,0,0.09,0
1330,＜貝類＞あかがい　生　　　,0.135,0.003,0.035,0.35,0.002,0.002,0.025,0.0102,0.001,0.592,0.02,0,0.01
1331,＜貝類＞あげまき　生　　　,0.081,0.006,0.02,0.27,0.003,0.0014,0.013,0.0037,0.0004,0.594,0.01,0.01,0
1332,＜貝類＞あさり　生　　　,0.06,0.003,0.004,0.04,0.0002,0.0016,0.014,0.0039,0.0004,0.524,0.01,0,Tr
1333,＜貝類＞あさり　つくだ煮　　　,0.208,0.024,0.301,0.43,0.0002,0.0018,0.011,0.004,0.0009,0.145,0,0,0.04
1334,＜貝類＞あさり　缶詰　水煮　　,0.203,0.022,0.019,0.06,Tr,0.0009,0.008,0,0.0001,0.638,0,0,0.03
1335,＜貝類＞あさり　缶詰　味付け　　,0.166,0.019,0.115,0.06,Tr,0.0006,0.012,0,0.0001,0.361,0,0,0.04
1336,＜貝類＞あわび　生　　　,0.127,0.003,0.04,0.01,0.001,0.0009,0.01,0.019,0.0002,0.004,0.01,0,0.23
1337,＜貝類＞あわび　干し　　　,0.38,0.016,0.238,0.04,0.0036,0.0011,0.033,0.0071,0.0005,0.024,Tr,0,0.03
1338,＜貝類＞あわび　塩辛　　　,0.148,0.039,0.014,0.58,0.002,0.007,0.015,0.0113,0.001,0.121,0,0,0.92
1339,＜貝類＞あわび　水煮缶詰　　　,0.194,0.004,0.01,Tr,0.0004,0.0004,0.01,0.0023,0.0002,0.007,0,0,0
1340,＜貝類＞いがい　生　　　,0.103,0.014,0.032,0.34,0.0001,0.0037,0.014,0.0063,0.0002,0.103,0.05,0,Tr
1341,＜貝類＞いたやがい　養殖　生　　　,0.108,0.008,0.015,0.06,0,0.002,0.014,0.0024,0.0007,0.131,Tr,0,0
1342,＜貝類＞エスカルゴ　　水煮缶詰　　　,0.165,0.01,0.008,0,0,0.0009,0,0,0,0.006,0,0,0.05
1343,＜貝類＞かき　養殖　生　　　,0.066,0.014,0.047,0.22,0.0004,0.0014,0.014,0.0059,0.0008,0.281,0.03,0,0
1344,＜貝類＞かき　養殖　水煮　　　,0.095,0.022,0.074,0.43,0.0004,0.0014,0.013,0.0026,0.0006,0.203,0.02,0,0
1345,＜貝類＞かき　くん製油漬缶詰　　　,0.125,0.226,0.112,0.02,0.0005,0.0009,0.016,0.0056,0.0002,0.322,0,0,0
1346,＜貝類＞さざえ　生　　　,0.194,0.004,0.008,0.31,0.0004,0.0009,0.017,0.0024,0.0005,0.013,0.01,0,0.03
1347,＜貝類＞さざえ　焼き　　　,0.213,0.004,0.009,0.44,0.0004,0.001,0.015,0.003,0.0006,0.011,0.01,0,0.02
1348,＜貝類＞さるぼう　味付け缶詰　　　,0.159,0.022,0.129,0.08,0.0001,0.0007,0.016,0.0019,0.0004,0.249,0,0,0
1349,＜貝類＞しじみ　生　　　,0.075,0.014,0.045,0.33,0.0002,0.0044,0.015,0.0053,0.001,0.684,0.02,0.002,0.02
1350,＜貝類＞しじみ　水煮　　　,0.154,0.027,0.055,0.76,0.0002,0.0057,0.015,0.0035,0.0004,0.816,0.01,0.006,0.05
1351,＜貝類＞たいらがい　貝柱　生　　　,0.218,0.002,0.015,Tr,0.0001,0.0009,0.015,0.0051,0.0006,-,0.02,0,0
1352,＜貝類＞たにし　生　　　,0.13,0.011,0.036,0.95,0.0011,0.0032,0.02,0.0052,0.0005,0.178,Tr,0,0.01
1353,＜貝類＞つぶ　生　　　,0.178,0.002,0.023,0.02,Tr,0.0012,0.009,0.0059,0.0011,0.065,Tr,0,0
1354,＜貝類＞とこぶし　生　　　,0.16,0.004,0.03,0.05,0.0015,0.0014,0.017,0.0157,0.0007,0.032,0.01,0,0
1355,＜貝類＞とりがい　斧足　生　　　,0.129,0.003,0.069,Tr,0.0016,0.0006,0.017,0.011,0.0004,0.101,0.01,0,0
1356,＜貝類＞ばい　生　　　,0.163,0.006,0.031,0.01,0.0003,0.0014,0.013,0.0102,0.0011,0.043,0.02,0,0
1357,＜貝類＞ばかがい　生　　　,0.109,0.005,0.024,0.05,0.0014,0.0006,0.021,0.0079,0.0008,0.079,0.01,0,0
1358,＜貝類＞（はまぐり類）　はまぐり　生　　,0.061,0.006,0.018,0.09,0.0008,0.0016,0.011,0.0037,0.0008,0.284,0.01,0,Tr
1359,＜貝類＞（はまぐり類）　はまぐり　水煮　　,0.149,0.015,0.029,0.16,0.0015,0.0027,0.016,0.0045,0.0005,0.203,0.01,0,0.01
