id,name,protein,fat,carbohydrate,vitaminA,vitaminB1,vitaminB2,vitaminB3,vitaminB5,vitaminB6,vitaminB12,vitaminC,vitaminD,vitaminK
597,（なす類）　漬物　塩漬　　,0.014,0.001,0.052,0.04,0.0003,0.0004,0.004,0.0041,0.0007,0,0.07,0,0.1
598,（なす類）　漬物　ぬかみそ漬　　,0.017,0.001,0.061,0.02,0.001,0.0004,0.01,0.0067,0.0015,Tr,0.08,0,0.12
599,（なす類）　漬物　こうじ漬　　,0.055,0.001,0.182,Tr,0.0003,0.0005,0.003,0.0013,0.0003,0,0,0,0.27
600,（なす類）　漬物　からし漬　　,0.026,0.002,0.307,0.06,0.0006,0.0004,0.006,0.0008,0.0009,0,0.87,0,0.24
601,（なす類）　漬物　しば漬　　,0.014,0.002,0.07,0.48,0,0.0002,0.001,0.0013,0.0003,0,0,0,0.72
602,なずな　葉　生　　　,0.043,0.001,0.07,4.3,0.0015,0.0027,0.005,0.011,0.0032,0,1.1,0,3.3
603,（なばな類）　和種なばな　花らい・茎　生　　,0.044,0.002,0.058,1.8,0.0016,0.0028,0.013,0.0073,0.0026,0,1.3,0,2.5
604,（なばな類）　和種なばな　花らい・茎　ゆで　　,0.047,0.001,0.043,2,0.0007,0.0014,0.005,0.003,0.0011,0,0.44,0,2.5
605,（なばな類）　洋種なばな　茎葉　生　　,0.041,0.004,0.06,2.2,0.0011,0.0024,0.013,0.008,0.0022,0,1.1,0,2.6
606,（なばな類）　洋種なばな　茎葉　ゆで　　,0.036,0.004,0.053,2.3,0.0006,0.0013,0.006,0.0047,0.0011,0,0.55,0,2.7
607,にがうり　果実　生　　　,0.01,0.001,0.039,0.17,0.0005,0.0007,0.003,0.0037,0.0006,0,0.76,0,0.41
608,にがうり　果実　油いため　　　,0.012,0.033,0.046,0.19,0.0005,0.0008,0.003,0.0041,0.0007,0,0.75,0,0.45
609,（にら類）　にら　葉　生　　,0.017,0.003,0.04,2.9,0.0006,0.0013,0.006,0.005,0.0016,0,0.19,0,1.8
610,（にら類）　にら　葉　ゆで　　,0.026,0.005,0.057,3.7,0.0004,0.0012,0.003,0.0039,0.0013,0,0.11,0,3.3
611,（にら類）　にら　葉　油いため　　,0.019,0.057,0.049,3.8,0.0006,0.0016,0.008,0.0059,0.002,0,0.21,0,2.2
612,（にら類）　花にら　花茎・花らい　生　　,0.019,0.002,0.059,0.91,0.0007,0.0008,0.006,0.0042,0.0017,0,0.23,0,1
613,（にら類）　黄にら　葉　生　　,0.021,0.001,0.033,0.05,0.0005,0.0008,0.007,0.0038,0.0012,0,0.15,0,0.29
614,（にんじん類）　葉にんじん　葉　生　　,0.011,0.002,0.037,1.4,0.0006,0.0012,0.011,0.0043,0.0015,0,0.22,0,1.6
615,（にんじん類）　にんじん　根　皮つき　生　　,0.007,0.002,0.093,7.2,0.0007,0.0006,0.008,0.0037,0.001,0,0.06,0,0.17
616,（にんじん類）　にんじん　根　皮つき　ゆで　　,0.006,0.002,0.084,7.1,0.0006,0.0005,0.007,0.0042,0.0009,0,0.04,0,0.15
617,（にんじん類）　にんじん　根　皮むき　生　　,0.008,0.001,0.087,6.9,0.0007,0.0006,0.007,0.0033,0.001,0,0.06,0,0.18
618,（にんじん類）　にんじん　根　皮むき　ゆで　　,0.007,0.001,0.085,7.3,0.0006,0.0005,0.006,0.0025,0.001,0,0.04,0,0.18
619,（にんじん類）　にんじん　根　皮むき　油いため　　,0.011,0.064,0.124,10,0.0011,0.0008,0.011,0.0045,0.0014,0,0.05,0,0.22
620,（にんじん類）　にんじん　根　皮むき　素揚げ　,0.01,0.035,0.139,3.3,0.001,0.0007,0.009,0.005,0.0015,0,0.06,0,0.34
621,（にんじん類）　にんじん　根　皮　生　,0.007,0.002,0.073,7.2,0.0005,0.0005,0.011,0.0031,0.0012,0,0.04,0,0.12
622,（にんじん類）　にんじん　根　冷凍　　,0.008,0.002,0.082,8.1,0.0004,0.0003,0.004,0.0029,0.0008,0,0.05,0,0.04
623,（にんじん類）　にんじん　グラッセ　,0.007,0.014,0.127,8.8,0.0003,0.0003,0.004,0.0014,0.0009,0,0.02,0,0.07
624,（にんじん類）　にんじん　ジュース　缶詰　　,0.006,0.001,0.067,3.7,0.0003,0.0004,0.006,0.0027,0.0008,0,0.01,0,0.02
625,（にんじん類）　きんとき　根　皮つき　生　　,0.018,0.002,0.096,4.1,0.0007,0.0005,0.01,0.0032,0.0012,0,0.08,0,0.02
626,（にんじん類）　きんとき　根　皮つき　ゆで　　,0.019,0.002,0.092,4.1,0.0007,0.0005,0.009,0.0033,0.0012,0,0.06,0,0.02
627,（にんじん類）　きんとき　根　皮むき　生　　,0.018,0.003,0.097,3.8,0.0007,0.0005,0.01,0.0033,0.0013,0,0.08,0,0.02
628,（にんじん類）　きんとき　根　皮むき　ゆで　　,0.019,0.004,0.096,4,0.0006,0.0006,0.008,0.0028,0.0014,0,0.08,0,0.02
629,（にんじん類）　ミニキャロット　根　生　　,0.007,0.002,0.075,5,0.0004,0.0003,0.006,0.0041,0.001,0,0.04,0,0.13
630,（にんにく類）　にんにく　りん茎　生　　,0.064,0.009,0.275,Tr,0.0019,0.0007,0.007,0.0055,0.0153,0,0.12,0,0
631,（にんにく類）　にんにく　りん茎　油いため　　,0.082,0.059,0.306,Tr,0.0023,0.0009,0.008,0.0068,0.018,0,0.1,0,0.03
632,（にんにく類）　茎にんにく　花茎　生　　,0.019,0.003,0.106,0.6,0.0011,0.001,0.003,0.0029,0.0031,0,0.45,0,0.54
633,（にんにく類）　茎にんにく　花茎　ゆで　　,0.017,0.002,0.107,0.56,0.001,0.0007,0.003,0.0031,0.0028,0,0.39,0,0.51
634,（ねぎ類）　根深ねぎ　葉　軟白　生　　,0.014,0.001,0.083,0.07,0.0005,0.0004,0.004,0.0017,0.0012,0,0.14,0,0.08
635,（ねぎ類）　根深ねぎ　葉　軟白　ゆで　　,0.013,0.001,0.068,0.06,0.0004,0.0003,0.003,0.0017,0.0009,0,0.1,0,0.08
636,（ねぎ類）　根深ねぎ　葉　軟白　油いため　　,0.016,0.044,0.095,0.06,0.0006,0.0005,0.004,0.0017,0.0014,0,0.15,0,0.08
637,（ねぎ類）　葉ねぎ　葉　生　　,0.019,0.003,0.065,1.2,0.0006,0.0011,0.005,0.0023,0.0013,0,0.32,0,1.1
638,（ねぎ類）　葉ねぎ　葉　油いため　　,0.021,0.052,0.079,1.5,0.0007,0.0012,0.005,0.0029,0.0016,0,0.43,0,1.5
639,（ねぎ類）　こねぎ　葉　生　　,0.02,0.003,0.054,1.9,0.0008,0.0014,0.006,0.002,0.0013,0,0.44,0,1.2
640,のざわな　葉　生　　　,0.009,0.001,0.035,1,0.0006,0.001,0.007,0.0017,0.0011,0,0.41,0,1
641,のざわな　漬物　塩漬　　,0.012,0.001,0.041,1.3,0.0005,0.0011,0.005,0.0013,0.0006,0,0.27,0,1.1
642,のざわな　漬物　調味漬　　,0.017,0,0.054,2,0.0003,0.0011,0.005,0.0017,0.0008,0,0.26,0,2
643,のびる　りん茎葉　生　　　,0.032,0.002,0.155,0.67,0.0008,0.0022,0.011,0.0029,0.0016,0,0.6,0,1.6
644,はくさい　結球葉　生　　　,0.008,0.001,0.032,0.08,0.0003,0.0003,0.006,0.0025,0.0009,0,0.19,0,0.59
645,はくさい　結球葉　ゆで　　　,0.009,0.001,0.029,0.11,0.0001,0.0001,0.003,0.0025,0.0004,0,0.1,0,0.87
646,はくさい　漬物　塩漬　　,0.014,0.001,0.034,0.01,0.0004,0.0003,0.003,0.0022,0.0012,0,0.27,0,0.57
647,はくさい　漬物　キムチ　　,0.028,0.003,0.079,0.18,0.0005,0.0014,0.008,0.0043,0.0021,0,0.24,0,0.63
648,パクチョイ　葉　生　　　,0.016,0.002,0.027,1.5,0.0007,0.0012,0.008,0.0034,0.0011,0,0.45,0,1.9
649,バジル　葉　生　　　,0.02,0.006,0.04,5.2,0.0008,0.0019,0.006,0.0029,0.0011,0,0.16,0,4.4
650,パセリ　葉　生　　　,0.04,0.007,0.078,6.2,0.0012,0.0024,0.012,0.0048,0.0027,0,1.2,0,8.5
651,はつかだいこん　根　生　　　,0.008,0.001,0.031,0,0.0002,0.0002,0.001,0.0018,0.0007,0,0.19,0,0.01
652,はやとうり　果実　白色種　生　　,0.006,0.001,0.049,0,0.0002,0.0003,0.003,0.0046,0.0004,0,0.11,0,0.09
653,はやとうり　果実　緑色種　生　　,0.006,0.001,0.049,0.02,0.0002,0.0003,0.003,0.0046,0.0004,0,0.11,0,0.09
654,はやとうり　果実　白色種　塩漬　,0.006,Tr,0.044,0,0.0002,0.0004,0.003,0.0047,0.0004,0,0.09,0,0.11
655,ビーツ　根　生　　　,0.016,0.001,0.093,0,0.0005,0.0005,0.003,0.0031,0.0007,0,0.05,0,0
656,ビーツ　根　ゆで　　　,0.015,0.001,0.102,0,0.0004,0.0004,0.002,0.0031,0.0005,0,0.03,0,0
657,（ピーマン類）　青ピーマン　果実　生　　,0.009,0.002,0.051,0.33,0.0003,0.0003,0.006,0.003,0.0019,0,0.76,0,0.2
658,（ピーマン類）　青ピーマン　果実　油いため　　,0.009,0.043,0.054,0.35,0.0003,0.0003,0.006,0.0031,0.002,0,0.79,0,0.21
659,（ピーマン類）　赤ピーマン　果実　生　　,0.01,0.002,0.072,0.88,0.0006,0.0014,0.012,0.0028,0.0037,0,1.7,0,0.07
660,（ピーマン類）　赤ピーマン　果実　油いため　　,0.01,0.043,0.076,0.92,0.0006,0.0016,0.012,0.0029,0.0039,0,1.8,0,0.07
661,（ピーマン類）　黄ピーマン　果実　生　　,0.008,0.002,0.066,0.17,0.0004,0.0003,0.01,0.0025,0.0026,0,1.5,0,0.03
662,（ピーマン類）　黄ピーマン　果実　油いため　　,0.008,0.043,0.069,0.18,0.0004,0.0003,0.01,0.0026,0.0027,0,1.6,0,0.03
663,（ピーマン類）　トマピー　果実　生　　,0.01,0.002,0.075,1.6,0.0005,0.0009,0.012,0.0033,0.0056,0,2,0,0.04
664,ひのな　根・茎葉　生　　　,0.01,Tr,0.047,0.98,0.0005,0.0013,0.007,0.0018,0.0014,0,0.52,0,0.93
665,ひのな　根・茎葉　甘酢漬　　　,0.014,0.005,0.173,1.7,0.0004,0.0008,0.007,0.002,0.0012,0,0.39,0,1.2
666,ひろしまな　葉　生　　　,0.015,0.002,0.042,1.6,0.0006,0.0015,0.007,0.0047,0.001,0,0.49,0,1.6
667,ひろしまな　塩漬　　　,0.012,0.002,0.033,1.7,0.0002,0.0007,0.002,0.0007,0.0004,0,0.15,0,2.1
668,（ふき類）　ふき　葉柄　生　　,0.003,0,0.03,0.04,Tr,0.0002,0.001,0.0007,0.0001,0,0.02,0,0.06
669,（ふき類）　ふき　葉柄　ゆで　　,0.003,0,0.019,0.05,Tr,0.0001,0.001,0,0.0008,0,0,0,0.05
670,（ふき類）　ふきのとう　花序　生　　,0.025,0.001,0.1,0.33,0.001,0.0017,0.009,0.0045,0.0018,0,0.14,0,0.92
671,（ふき類）　ふきのとう　花序　ゆで　　,0.025,0.001,0.07,0.22,0.0006,0.0008,0.005,0.0024,0.0007,0,0.03,0,0.69
672,ふじまめ　若ざや　生　　　,0.025,0.001,0.074,0.2,0.0008,0.001,0.009,0.0035,0.0008,0,0.13,0,0.29
673,ふだんそう　葉　生　　　,0.02,0.001,0.037,3.1,0.0007,0.0023,0.004,0.0053,0.0025,0,0.19,0,1.8
674,ふだんそう　葉　ゆで　　　,0.028,0.001,0.054,3.2,0.0003,0.0011,0.001,0.0044,0.0014,0,0.07,0,2.2
675,ブロッコリー　花序　生　　　,0.043,0.005,0.052,0.67,0.0014,0.002,0.008,0.0112,0.0027,0,1.2,0,1.6
676,ブロッコリー　花序　ゆで　　　,0.035,0.004,0.043,0.64,0.0006,0.0009,0.004,0.0078,0.0012,0,0.54,0,1.5
677,ブロッコリー　芽ばえ　生　　　,0.019,0.006,0.026,1.2,0.0008,0.0011,0.013,0.0052,0.002,0,0.64,0,1.5
678,へちま　果実　生　　　,0.008,0.001,0.038,0.04,0.0003,0.0004,0.002,0.003,0.0007,0,0.05,0,0.12
679,へちま　果実　ゆで　　　,0.016,0.001,0.037,0.03,0.0003,0.0006,0.002,0.0039,0.0005,0,0.03,0,0.11
680,ほうれんそう　葉　通年平均　生　　,0.022,0.004,0.031,3.5,0.0011,0.002,0.006,0.002,0.0014,0,0.35,0,2.7
681,ほうれんそう　葉　夏採り　生　　,0.022,0.004,0.031,3.5,0.0011,0.002,0.006,0.002,0.0014,0,0.2,0,2.7
682,ほうれんそう　葉　冬採り　生　　,0.022,0.004,0.031,3.5,0.0011,0.002,0.006,0.002,0.0014,0,0.6,0,2.7
683,ほうれんそう　葉　通年平均　ゆで　　,0.026,0.005,0.04,4.5,0.0005,0.0011,0.003,0.0013,0.0008,0,0.19,0,3.2
684,ほうれんそう　葉　夏採り　ゆで　　,0.026,0.005,0.04,4.5,0.0005,0.0011,0.003,0.0013,0.0008,0,0.1,0,3.2
685,ほうれんそう　葉　冬採り　ゆで　　,0.026,0.005,0.04,4.5,0.0005,0.0011,0.003,0.0013,0.0008,0,0.3,0,3.2
686,ほうれんそう　葉　通年平均　油いため　　,0.038,0.081,0.044,6.3,0.0008,0.0016,0.005,0.002,0.0009,0,0.21,0,5.1
687,ほうれんそう　葉　冷凍　　　,0.033,0.002,0.031,5,0.0006,0.0015,0.005,0.0019,0.0011,0,0.21,0,2.8
688,ホースラディシュ　根茎　生　　　,0.031,0.003,0.177,0.01,0.001,0.001,0.005,0.0032,0.0023,0,0.73,0,0
689,まこも　茎　生　　　,0.013,0.002,0.044,0.01,0.0004,0.0003,0.005,0.0025,0.0008,0,0.06,0,0.02
690,みずかけな　葉　生　　　,0.029,0.001,0.047,1.9,0.0011,0.0023,0.011,0.0055,0.0017,0,0.88,0,2
691,みずかけな　塩漬　　　,0.049,Tr,0.057,2.4,0.0012,0.0034,0.015,0.0054,0.0024,0,0.7,0,2
692,みずな　葉　生　　　,0.022,0.001,0.048,1.1,0.0008,0.0015,0.007,0.005,0.0018,0,0.55,0,1.2
693,みずな　葉　ゆで　　　,0.02,0.001,0.047,1.4,0.0004,0.0008,0.004,0.0029,0.001,0,0.19,0,1.2
694,みずな　塩漬　　　,0.02,0.001,0.059,0.92,0.0007,0.0015,0.005,0.0039,0.0019,0,0.47,0,1.3
695,（みつば類）　切りみつば　葉　生　　,0.01,0.001,0.04,0.61,0.0003,0.0009,0.004,0.0029,0.0004,0,0.08,0,0.63
696,（みつば類）　切りみつば　葉　ゆで　　,0.009,0.001,0.033,0.65,0.0002,0.0004,0.002,0.0015,0.0001,0,0.01,0,0.77
697,（みつば類）　根みつば　葉　生　　,0.019,0.001,0.041,1.4,0.0005,0.0013,0.01,0.0033,0.0006,0,0.22,0,1.2
698,（みつば類）　根みつば　葉　ゆで　　,0.023,0.001,0.039,1.7,0.0003,0.0005,0.004,0.0027,0.0004,0,0.12,0,1.5
699,（みつば類）　糸みつば　葉　生　　,0.009,0.001,0.029,2.7,0.0004,0.0014,0.007,0.003,0.0006,0,0.13,0,2.2
700,（みつば類）　糸みつば　葉　ゆで　　,0.011,0,0.04,3.4,0.0002,0.0008,0.004,0.0022,0.0003,0,0.04,0,2.5
701,みぶな　葉　生　　　,0.011,0.003,0.029,1.5,0.0004,0.0007,0.007,0.0012,0.0011,0,0.38,0,1.6
702,（みょうが類）　みょうが　花穂　生　　,0.009,0.001,0.026,0.03,0.0005,0.0005,0.004,0.002,0.0007,0,0.02,0,0.2
703,（みょうが類）　みょうがたけ　茎葉　生　　,0.004,0.001,0.015,0.01,0.0002,0.0002,0.001,0.0007,0.0002,0,0.01,0,0.08
704,むかご 　肉芽　生　　　,0.029,0.002,0.206,0.02,0.0011,0.0002,0.003,0.006,0.0007,0,0.09,0,0
705,めキャベツ　結球葉　生　　　,0.057,0.001,0.099,0.59,0.0019,0.0023,0.009,0.0076,0.0027,0,1.6,0,1.5
706,めキャベツ　結球葉　ゆで　　　,0.053,0.001,0.098,0.57,0.0013,0.0016,0.006,0.0065,0.0022,0,1.1,0,1.6
707,めたで　　芽ばえ　生　　　,0.03,0.005,0.088,4.1,0.0015,0.0021,0.011,0.0029,0.0027,0,0.67,0,3.6
708,（もやし類）　アルファルファもやし　生　　,0.016,0.001,0.02,0.05,0.0007,0.0009,0.002,0.0046,0.001,0,0.05,0,0.47
709,（もやし類）　だいずもやし　生　　,0.037,0.015,0.023,0,0.0009,0.0007,0.004,0.0036,0.0008,0,0.05,0,0.57
710,（もやし類）　だいずもやし　ゆで　　,0.029,0.016,0.022,0,0.0004,0.0004,0.001,0.0019,0.0004,0,0.01,0,0.49
711,（もやし類）　ブラックマッペもやし　生　　,0.02,Tr,0.027,0,0.0004,0.0006,0.004,0.0034,0.0006,0,0.11,0,0.05
712,（もやし類）　ブラックマッペもやし　ゆで　　,0.013,Tr,0.027,0,0.0002,0.0002,0.001,0.002,0.0003,0,0.02,0,0.06
713,（もやし類）　りょくとうもやし　生　　,0.017,0.001,0.026,Tr,0.0004,0.0005,0.003,0.0023,0.0005,0,0.08,0,0.03
714,（もやし類）　りょくとうもやし　ゆで　　,0.016,0,0.023,Tr,0.0003,0.0004,0.002,0.0014,0.0002,0,0.02,0,0.03
715,モロヘイヤ　茎葉　生　　　,0.048,0.005,0.063,8.4,0.0018,0.0042,0.011,0.0183,0.0035,0,0.65,0,6.4
716,モロヘイヤ　茎葉　ゆで　　　,0.03,0.004,0.04,5.5,0.0006,0.0013,0.004,0.007,0.0008,0,0.11,0,4.5
717,やまごぼう　みそ漬　　　,0.041,0.001,0.156,0,0.0002,0.001,0.004,0.0002,0.0003,0,0,0,0.01
718,ゆりね　りん茎　生　　　,0.038,0.001,0.283,0,0.0008,0.0007,0.007,0,0.0012,0,0.09,0,0
719,ゆりね　りん茎　ゆで　　　,0.034,0.001,0.287,0,0.0007,0.0007,0.006,0,0.0012,0,0.08,0,Tr
720,ようさい　茎葉　生　　　,0.022,0.001,0.031,3.6,0.001,0.002,0.01,0.004,0.0011,0,0.19,0,2.5
721,ようさい　茎葉　ゆで　　　,0.022,0.001,0.041,3.2,0.0006,0.001,0.006,0.003,0.0005,0,0.06,0,2.6
722,よめな　葉　生　　　,0.034,0.002,0.1,5.6,0.0023,0.0032,0.032,0.005,0.001,0,0.42,0,4.4
723,よもぎ　葉　生　　　,0.052,0.003,0.087,4.4,0.0019,0.0034,0.024,0.0055,0.0008,0,0.35,0,3.4
724,よもぎ　葉　ゆで　　　,0.048,0.001,0.082,5,0.0008,0.0009,0.005,0.0013,0.0004,0,0.02,0,3.8
725,らっかせい　未熟豆　生　　　,0.12,0.242,0.124,Tr,0.0054,0.0009,0.1,0.014,0.0021,0,0.2,0,0
726,らっかせい　未熟豆　ゆで　　　,0.119,0.235,0.123,Tr,0.003,0.0013,0.082,0.0091,0.0019,0,0.19,0,0
727,（らっきょう類）　らっきょう　りん茎　生　　,0.014,0.002,0.293,0,0.0007,0.0005,0.021,0.0056,0.0012,0,0.23,0,0.01
728,（らっきょう類）　らっきょう　甘酢漬　　,0.007,0.002,0.29,0,0.0001,0.0001,0.002,0,0.0002,0,0,0,0.02
729,（らっきょう類）　エシャレット　りん茎　生　　,0.023,0.002,0.178,0.02,0.0003,0.0005,0.008,0.0033,0.0011,0,0.21,0,0.06
730,リーキ　りん茎葉　生　　　,0.016,0.001,0.069,0.04,0.0006,0.0008,0.004,0.0017,0.0024,0,0.11,0,0.09
731,リーキ　りん茎葉　ゆで　　　,0.013,0.001,0.068,0.03,0.0005,0.0007,0.003,0.0014,0.002,0,0.09,0,0.08
732,ルッコラ　　葉　生　　　,0.019,0.004,0.031,3,0.0006,0.0017,0.005,0.0055,0.0011,0,0.66,0,2.1
733,ルバーブ　葉柄　生　　　,0.007,0.001,0.06,0.03,0.0004,0.0005,0.002,0.001,0.0002,0,0.05,0,0.07
734,ルバーブ　葉柄　ゆで　　　,0.005,0.001,0.046,0.04,0.0001,0.0003,0.001,0.001,0.0001,0,0.04,0,0.09
735,（レタス類）　レタス　土耕栽培　結球葉　生　　,0.006,0.001,0.028,0.2,0.0005,0.0003,0.002,0.002,0.0005,0,0.05,0,0.29
736,（レタス類）　レタス　水耕栽培　結球葉　生　　,0.008,0.002,0.029,0.59,0.0003,0.0003,0.003,0.0006,0.0005,0,0.05,0,0.58
737,（レタス類）　サラダな　葉　生　　,0.01,0.002,0.027,1.8,0.0006,0.0013,0.003,0.0025,0.0006,0,0.14,0,1.1
738,（レタス類）　リーフレタス　葉　生　　,0.014,0.001,0.033,2,0.001,0.001,0.004,0.0024,0.001,0,0.21,0,1.6
739,（レタス類）　サニーレタス　葉　生　　,0.012,0.002,0.032,1.7,0.001,0.001,0.003,0.0014,0.0008,0,0.17,0,1.6
740,（レタス類）　サンチュ　葉　生　　,0.012,0.004,0.025,3.2,0.0006,0.001,0.004,0.0008,0.0008,0,0.13,0,2.2
741,（レタス類）　コスレタス　葉　生　　,0.012,0.002,0.034,0.43,0.0006,0.0006,0.003,0.0023,0.0005,0,0.08,0,0.54
742,れんこん　根茎　生　　　,0.019,0.001,0.155,Tr,0.001,0.0001,0.004,0.0089,0.0009,0,0.48,0,0
743,れんこん　根茎　ゆで　　　,0.013,0.001,0.161,Tr,0.0006,0,0.002,0.0049,0.0007,0,0.18,0,0
744,わけぎ　葉　生　　　,0.016,0,0.074,2.2,0.0006,0.001,0.003,0.0021,0.0018,0,0.37,0,1.7
745,わけぎ　葉　ゆで　　　,0.019,0,0.069,1.5,0.0005,0.0008,0.003,0.002,0.0013,0,0.21,0,1.2
746,わさび　根茎　生　　　,0.056,0.002,0.184,0.01,0.0006,0.0015,0.006,0.002,0.0032,0,0.75,0,0.49
747,わさび　わさび漬　　　,0.071,0.005,0.28,0.02,0.0008,0.0017,0.006,0.0025,0.0038,0,0.01,0,0.09
748,わらび　生わらび　生　　　,0.024,0.001,0.04,0.18,0.0002,0.0109,0.008,0.0045,0.0005,0,0.11,0,0.17
749,わらび　生わらび　ゆで　　　,0.015,0.001,0.03,0.13,Tr,0.0005,0.004,0,0,0,0,0,0.15
750,わらび　干しわらび　乾　　　,0.2,0.007,0.614,1.1,0.0012,0.0046,0.051,0.027,0.0006,0,0,0,1.8
751,あけび　果肉　生　　　,0.005,0.001,0.22,0,0.0007,0.0003,0.003,0.0029,0.0008,0,0.65,0,0
752,あけび　果皮　生　　　,0.003,0.003,0.086,0,0.0003,0.0006,0.001,0.0047,0.0009,0,0.09,0,0
753,アセロラ　酸味種　生　　　,0.007,0.001,0.09,0.31,0.0003,0.0004,0.003,0.0025,0,0,17,0,0
754,アセロラ　甘味種　生　　　,0.007,0.001,0.09,0.31,0.0003,0.0004,0.003,0.0025,0,0,8,0,0
755,アセロラ　10 %果汁入り飲料　　,0.001,0,0.105,0.03,Tr,Tr,Tr,0.0003,0,0,1.2,0,0
756,アテモヤ　生　　　,0.018,0.004,0.194,0,0.0008,0.0012,0.009,0.0023,0.0028,0,0.14,0,0
757,アボカド　生　　　,0.025,0.187,0.062,0.06,0.001,0.0021,0.02,0.0165,0.0032,0,0.15,0,0
758,あんず　生　　　,0.01,0.003,0.085,1.2,0.0002,0.0002,Tr,0.003,0.0005,0,0.03,0,0
759,あんず　乾　　　,0.092,0.004,0.704,4.1,0,0.0003,0.035,0.0053,0.0018,0,Tr,0,0
760,あんず　缶詰　　　,0.005,0.004,0.189,0.46,0.0001,0.0001,0.001,0,0.0004,0,Tr,0,0
761,あんず　ジャム　高糖度　　,0.003,0.001,0.649,0.39,0.0001,Tr,0.002,0,0.0002,0,Tr,0,0
762,あんず　ジャム　低糖度　　,0.004,0.001,0.505,0.58,0.0001,0.0001,0.002,0,0.0002,0,Tr,0,0
763,いちご　生　　　,0.009,0.001,0.085,0.01,0.0003,0.0002,0.004,0.0033,0.0004,0,0.62,0,0
764,いちご　ジャム　高糖度　　,0.004,0.001,0.633,0,0.0001,0.0001,0.002,0.0008,0.0002,0,0.09,0,0
765,いちご　ジャム　低糖度　　,0.005,0.001,0.484,0,0.0001,0.0001,0.002,0.0006,0.0003,0,0.1,0,0
766,いちご　乾　　　,0.005,0.002,0.828,0.02,0,0,0.001,0.0002,0.0001,0,0,0,0
767,いちじく　生　　　,0.006,0.001,0.143,0.01,0.0003,0.0003,0.002,0.0023,0.0007,0,0.02,0,0
768,いちじく　乾　　　,0.03,0.011,0.753,0.04,0.001,0.0006,0.007,0.0036,0.0023,0,0,0,0
769,いちじく　缶詰　　　,0.005,0.001,0.194,0,0.0002,0.0002,0.001,0,0.0005,0,0,0,0
770,うめ　生　　　,0.007,0.005,0.079,0.2,0.0003,0.0005,0.004,0.0035,0.0006,0,0.06,0,0
771,うめ　梅漬　塩漬　　,0.007,0.004,0.067,0.01,0.0002,0.0004,0.003,0.002,0.0006,0,0,0,0
772,うめ　梅漬　調味漬　　,0.015,0.005,0.105,0.02,0.0003,0.0003,0.001,0.0007,0.0002,0,0,0,0
773,うめ　梅干し　塩漬　　,0.009,0.002,0.105,0.07,0.0002,0.0001,0.004,0.0012,0.0005,0,0,0,0
774,うめ　梅干し　調味漬　　,0.015,0.006,0.211,Tr,0.0001,0.0001,0.001,0.0004,0.0003,0,0,0,0
775,うめ　梅びしお　　　,0.007,0.005,0.481,0,0.0003,0.0003,0.002,0,0.0002,0,0,0,0
776,うめ　20 %果汁入り飲料　　　,Tr,Tr,0.123,0,0,0,0,0,0.0001,0,0,0,0
777,オリーブ　塩漬　グリーンオリーブ　　,0.01,0.15,0.045,0.38,0.0001,0.0002,Tr,0,0.0003,0,0.12,0,0
778,オリーブ　塩漬　ブラックオリーブ　　,0.008,0.123,0.034,0,0.0005,0.0006,0.003,0,0.0002,0,Tr,0,0
779,オリーブ　塩漬　スタッフドオリーブ　　,0.008,0.143,0.042,0.44,0.0001,0.0001,Tr,0,0.0002,0,0.11,0,0
780,かき　甘がき　生　　　,0.004,0.002,0.159,0.35,0.0003,0.0002,0.003,0.0028,0.0006,0,0.7,0,0
781,かき　渋抜きがき　生　　　,0.005,0.001,0.169,0.25,0.0002,0.0002,0.003,0.0027,0.0005,0,0.55,0,0
782,かき　干しがき　　　,0.015,0.017,0.713,1.2,0.0002,0,0.006,0.0085,0.0013,0,0.02,0,0
783,かりん　生　　　,0.004,0.001,0.183,0.11,0.0001,0.0003,0.003,0.0031,0.0004,0,0.25,0,0
784,（かんきつ類）　いよかん　砂じょう　生　　,0.009,0.001,0.118,0.13,0.0006,0.0003,0.003,0.0036,0.0007,0,0.35,0,0
785,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生　,0.005,0.001,0.119,0.87,0.0007,0.0004,0.002,0.0021,0.0007,0,0.35,0,0
786,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生　,0.007,0.001,0.12,0.84,0.001,0.0003,0.003,0.0023,0.0006,0,0.32,0,0
787,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生　,0.005,0.001,0.113,0.92,0.0007,0.0003,0.002,0.0015,0.0007,0,0.35,0,0
788,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生　,0.007,0.001,0.115,0.92,0.0009,0.0003,0.003,0.0023,0.0005,0,0.33,0,0
789,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース　,0.005,0.001,0.106,0.35,0.0006,0.0001,0.002,0.0014,0.0003,0,0.29,0,0
790,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース　,0.005,0.001,0.099,0.51,0.0006,0.0004,0.002,0.0026,0.0004,0,0.3,0,0
791,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース　,0.002,Tr,0.13,0.18,0.0002,0.0001,0.001,0.0008,0.0001,0,0.12,0,0
