id,name,protein,fat,carbohydrate,vitaminA,vitaminB1,vitaminB2,vitaminB3,vitaminB5,vitaminB6,vitaminB12,vitaminC,vitaminD,vitaminK
30,ぶどうパン　　,8.2,3.5,51.1,0,0.11,0.05,1.2,0.42,0.07,0,0,0,0
31,ロールパン　　,10.1,9,48.6,1,0.1,0.06,1.3,0.61,0.03,0,0,0.1,0
32,クロワッサン　　,7.9,26.8,43.9,6,0.08,0.03,1,0.44,0.03,0,0,0.1,0
33,イングリッシュマフィン　　,8.1,3.6,40.8,0,0.15,0.08,1.2,0.32,0.05,0,0,0,0
34,ナン　　,10.3,3.4,47.6,0,0.13,0.06,1.3,0.55,0.05,0,0,0,0
35,ベーグル　　,9.6,2,54.6,0,0.19,0.08,2,0.28,0.06,-,-,-,-
36,うどん,6.1,0.6,56.8,0,0.09,0.03,0.6,0.36,0.03,0,0,0,0
37,干しうどん,8.5,1.1,71.9,0,0.08,0.02,0.9,0.45,0.04,0,0,0,0
38,そうめん,9.5,1.1,72.7,0,0.08,0.02,0.9,0.7,0.03,0,0,0,0
39,手延そうめん　,9.3,1.5,68.9,0,0.06,0.02,0.9,0.52,0.03,0,0,0,0
40,中華めん,8.6,1.2,55.7,0,0.02,0.02,0.6,0.55,0.02,0,0,0,0
41,蒸し中華めん　　,5.3,1.7,38.4,0,0.01,0.01,0.4,0.27,0.02,0,0,0,0
42,干し中華めん,10.5,1.6,73,0,0.03,0.03,1,0.78,0.05,0,0,0,0
43,沖縄そば,9.2,2,54.2,0,0.02,0.04,0.8,0.63,0.11,0,0,0,0
44,干し沖縄そば,12,1.7,67.8,0,0.12,0.05,1.1,0.49,0.05,0,0,0,0
45,マカロニ,12.2,1.9,73.9,1,0.19,0.06,2.3,0.66,0.11,0,0,0,0
46,パスタ,7.8,1.9,46.9,0,0.05,0.04,1.1,0.27,0.05,0,0,-,0
47,ふ　　,12.7,0.8,26.2,0,0.08,0.03,0.5,0.12,0.02,0,0,0,0
48,小麦はいが　　,32,11.6,48.3,5,1.82,0.71,4.2,1.34,1.24,0,0,0,2
49,小麦たんぱく　粉末状　,72,9.7,10.6,1,0.03,0.12,3.5,0.61,0.1,0,0,0,0
50,小麦たんぱく　粒状　,20,2,1.8,0,0.02,0.01,1.2,0,0.01,0,0,0,0
51,小麦たんぱく　ペースト状　,25,4.1,3.9,1,0.2,0.03,2.7,0.45,0.04,0,0,0,0
52,ぎょうざの皮　　,9.3,1.4,57,0,0.08,0.04,0.7,0.61,0.06,0,0,0,0
53,しゅうまいの皮　　,8.3,1.4,58.9,0,0.09,0.04,0.6,0.5,0.05,0,0,0,0
54,ピザ生地　,9.1,3,51.1,0,0.15,0.11,1,0.54,0.05,0,0,0,0
55,ちくわぶ　　,7.1,1.2,31.1,0,0.01,0.02,0.3,0.25,0.01,0,0,0,0
56,パン粉,11,5.1,47.6,0,0.11,0.02,1.2,0.41,0.05,0,0,0,(Tr)
57,冷めん,3.9,0.7,57.6,0,0.04,Tr,0.4,0.11,0.02,0,0,-,0
58,玄米　　,6.8,2.7,74.3,0,0.41,0.04,6.3,1.37,0.45,0,0,0,0
59,半つき米　　,6.5,1.8,75.9,0,0.3,0.03,3.5,1,0.28,0,0,0,0
60,七分つき米　　,6.3,1.5,76.6,0,0.24,0.03,1.7,0.84,0.2,0,0,0,0
61,うるち米　,6.1,0.9,77.6,0,0.08,0.02,1.2,0.66,0.12,0,0,0,0
62,もち米　,6.4,1.2,77.2,0,0.12,0.02,1.6,-0.66,-0.12,0,0,0,0
63,インディカ米　,7.5,0.8,79.1,0,0.06,0.02,1.1,0.69,0.08,0,0,0,0
64,はいが精米　　,6.5,2,75.8,0,0.23,0.03,3.1,1,0.22,0,0,0,0
65,発芽玄米　　,6.5,3.3,74.3,0,0.35,0.02,4.9,0.75,0.34,0,0,0,0
66,玄米　　,2.8,1,35.6,0,0.16,0.02,2.9,0.65,0.21,0,0,0,0
67,半つき米　　,2.7,0.6,36.4,0,0.08,0.01,1.6,0.35,0.07,0,0,0,0
68,七分つき米　　,2.6,0.5,36.7,0,0.06,0.01,0.8,0.26,0.03,0,0,0,0
69,精白米　　,1.1,0.1,15.7,0,0.01,Tr,0.1,0.11,0.01,0,0,0,0
70,アルファ化米,6,1,84.8,0,0.04,Tr,0.5,0.19,0.04,0,0,0,0
71,おにぎり　　,2.7,0.3,39.4,0,0.02,0.01,0.2,0.27,0.02,0,0,0,0
72,焼きおにぎり　　,3.1,0.3,39.5,0,0.03,0.02,0.3,0.29,0.03,0,0,0,0
73,きりたんぽ　　,3.2,0.4,46.2,0,0.03,0.01,0.3,0.31,0.02,0,0,0,0
74,上新粉　　,6.2,0.9,78.5,0,0.09,0.02,1.3,0.67,0.12,0,0,0,0
75,玄米粉　　,7.1,2.9,84.1,0,0,0.03,4.6,0.12,0.08,0,0,-,0
76,B124米粉　　,6,0.7,81.9,0,0.03,0.01,0.3,0.2,0.04,0,0,-,0
77,米粉パン　　,3.4,3.1,51.3,0,0.05,0.03,0.7,0.23,0.04,-,-,-,-
78,米粉めん　　,3.6,0.7,58.4,0,0.03,Tr,0.5,0.31,0.05,0,0,-,0
79,ビーフン　　,7,1.6,79.9,0,0.06,0.02,0.6,0.09,0,0,0,0,0
80,米こうじ　　,5.8,1.7,59.2,0,0.11,0.13,1.5,0.42,0.11,0,0,0,0
81,もち　　,4,0.6,50.8,0,0.03,0.01,0.2,0.34,0.03,0,0,0,0
82,赤飯　　,4.3,0.6,41.9,0,0.05,0.01,0.2,0.3,0.03,0,0,0,1
83,あくまき　　,2.3,1.8,25.7,0,Tr,Tr,Tr,0,0.01,0,0,0,0
84,白玉粉　　,6.3,1,80,0,0.03,0.01,0.4,0,0.01,0,0,0,0
85,道明寺粉　　,7.1,0.7,80.4,0,0.04,0.01,0.4,0.22,0.04,0,0,0,0
86,米ぬか　　,13.4,19.6,48.8,0,3.12,0.21,34.6,4.43,3.27,0,0,-,0
87,全層粉　　,12,3.1,69.6,0,0.46,0.11,4.5,1.56,0.3,0,0,0,0
88,内層粉　　,6,1.6,77.6,0,0.16,0.07,2.2,0.72,0.2,0,0,0,0
89,中層粉　　,10.2,2.7,71.6,0,0.35,0.1,4.1,1.54,0.44,0,0,0,0
90,表層粉　　,15,3.6,65.1,0,0.5,0.14,7.1,2.6,0.76,0,0,0,0
91,そば米　　,9.6,2.5,73.7,0,0.42,0.1,4.3,1.53,0.35,0,0,0,0
92,そば　,9.8,1.9,54.5,0,0.19,0.09,3.4,1.09,0.15,0,0,0,0
93,そば　干しそば,14,2.3,66.7,0,0.37,0.08,3.2,1.15,0.24,0,0,0,0
94,とうもろこし　,8.6,5,70.6,13,0.3,0.1,2,0.57,0.39,0,0,0,0
95,コーンミール,8.3,4,72.4,13,0.15,0.08,0.9,0.57,0.43,0,0,0,0
96,コーングリッツ,8.2,1,76.4,15,0.06,0.05,0.7,0.32,0.11,0,0,0,0
97,コーンフラワー　,6.6,2.8,76.1,11,0.14,0.06,1.3,0.37,0.2,0,0,0,0
98,ジャイアントコーン　,5.7,11.8,76.6,0,0.08,0.02,1.9,0.12,0.11,0,0,0,1
99,ポップコーン　　　,10.2,22.8,59.6,15,0.13,0.08,2,0.46,0.27,0,0,0,-
100,コーンフレーク　　　,7.8,1.7,83.6,10,0.03,0.02,0.3,0.22,0.04,0,0,0,0
101,はとむぎ　精白粒　　　,13.3,1.3,72.2,0,0.02,0.05,0.5,0.16,0.07,0,0,0,0
102,ひえ　精白粒　　　,9.4,3.3,73.2,0,0.25,0.02,0.4,1.5,0.17,0,0,0,0
103,もろこし　玄穀　　　,10.3,4.7,71.1,0,0.35,0.1,6,1.42,0.31,0,0,0,0
104,もろこし　精白粒　　　,9.5,2.6,74.1,0,0.1,0.03,3,0.66,0.24,0,0,0,0
105,ライむぎ　全粒粉　　　,12.7,2.7,70.7,0,0.47,0.2,1.7,0.87,0.22,0,0,0,0
106,ライむぎ　ライ麦粉　　　,8.5,1.6,75.8,0,0.15,0.07,0.9,0.63,0.1,0,0,0,0
107,穀類混合品　五穀　,12.6,2.8,70.2,1,0.34,0.07,3.5,0.58,0.24,Tr,Tr,0,8
108,きくいも,1.9,0.4,14.7,0,0.08,0.04,1.6,0.37,0.09,0,10,0,0
109,きくいも　水煮　　　,1.6,0.5,11.3,0,0.06,0.03,1.2,0.29,0.06,0,6,0,0
110,こんにゃく　精粉　　　,3,0.1,85.3,0,0,0,0,1.52,1.2,0,0,0,0
111,板こんにゃく　,0.1,0,2.3,0,0,0,0,0,0.02,0,0,0,0
112,生いもこんにゃく　　,0.1,0.1,3.3,0,0,0,Tr,0,0.02,0,0,0,0
113,赤こんにゃく　　　,0.1,0,2.5,0,0,0,0,0,0.02,0,0,0,0
114,凍みこんにゃく　,3.3,1.4,77.1,0,0,0,0.3,0,0.48,0,0,0,0
115,しらたき　　　,0.2,Tr,3,0,0,0,0,0,0.01,0,0,0,0
116,さつまいも,1.2,0.2,31.9,2,0.11,0.04,0.8,0.9,0.26,0,29,0,0
117,さつまいも　天ぷら　　,1.4,6.8,38.4,5,0.11,0.04,0.7,0.6,0.2,0,21,0,11
118,さつまいも　蒸し切干　　　,3.1,0.6,71.9,0,0.19,0.08,1.6,1.35,0.41,0,9,0,0
119,むらさきいも,1.2,0.3,31.7,Tr,0.12,0.02,1.3,0.54,0.18,0,29,0,0
120,さといも,1.5,0.1,13.1,Tr,0.07,0.02,1,0.48,0.15,0,6,0,0
121,セレベス　,2.2,0.3,19.8,1,0.1,0.03,1.7,0.48,0.21,0,6,0,0
122,たけのこいも,1.7,0.4,23.5,1,0.05,0.03,0.7,0.31,0.21,0,6,0,0
123,みずいも　,0.7,0.4,27.6,1,0.16,0.02,0.6,0.2,0.21,0,7,0,0
124,やつがしら,3,0.7,20.5,1,0.13,0.06,0.7,0.5,0.22,0,7,0,0
125,じゃがいも　,1.6,0.1,17.6,0,0.09,0.03,1.3,0.47,0.18,0,35,0,Tr
126,フライドポテト　　　,2.9,10.6,32.4,0,0.12,0.06,1.5,0.71,0.35,0,40,0,18
127,ヤーコン　　　,0.6,0.3,12.4,2,0.04,0.01,1,0.02,0.08,0,3,0,0
128,ながいも,4.5,0.5,22.6,Tr,0.15,0.05,0.4,0.85,0.11,0,7,0,0
129,じねんじょ,2.8,0.7,26.7,Tr,0.11,0.04,0.6,0.67,0.18,0,15,0,0
130,だいじょ,2.6,0.1,25,Tr,0.1,0.02,0.4,0.45,0.28,0,17,0,0
131,キャッサバでん粉　　　,0.1,0.2,85.3,0,0,0,0,0,0,0,0,0,0
132,くずでん粉　　　,0.2,0.2,85.6,0,0,0,0,0,0,0,0,0,0
133,米でん粉　　　,0.2,0.7,89.3,0,0,0,0,0,0,0,0,0,0
134,小麦でん粉　　　,0.2,0.5,86,0,0,0,0,0,0,0,0,0,0
135,サゴでん粉　　　,0.1,0.2,86.1,0,0,0,0,0,0,0,0,0,0
136,さつまいもでん粉　　　,0.1,0.2,82,0,0,0,0,0,0,0,0,0,0
137,じゃがいもでん粉　　　,0.1,0.1,81.6,0,0,0,0,0,0,0,0,0,0
138,とうもろこしでん粉　　　,0.1,0.7,86.3,0,0,0,0,0,0,0,0,0,0
139,くずきり　,0.2,0.2,87.7,0,0,0,0,0,0,0,0,0,0
140,ごま豆腐　　　,1.5,4.3,9.1,0,0.1,0.01,0.4,0.03,0.03,0,0,0,0
141,タピオカパール,0,0.2,87.8,0,0,0,0,0,0,0,0,0,0
142,でん粉めん,0.1,0.2,32.2,0,0,0,0,0,0,0,0,0,0
143,緑豆はるさめ,0.2,0.4,87.5,0,0,0,0,0,0,0,0,0,0
144,普通はるさめ,0,0.2,86.6,0,0,0,0,0,0,0,0,0,0
145,黒砂糖　　　,1.7,Tr,89.7,0,0.05,0.07,0.8,1.38,0.72,0,0,0,0
146,和三盆糖　　　,0.2,Tr,98.8,0,0.01,0.03,Tr,0.37,0.08,0,0,0,0
147,上白糖　　,0,0,99.2,0,0,0,0,0,0,0,0,0,0
148,三温糖　　,Tr,0,98.7,0,Tr,0.01,Tr,0,0,0,0,0,0
149,グラニュー糖　　,0,0,100,0,0,0,0,0,0,0,0,0,0
150,白ざら糖　　,0,0,100,0,0,0,0,0,0,0,0,0,0
151,中ざら糖　　,0,0,100,0,0,0,0,0,0,0,0,0,0
152,角砂糖　　,0,0,100,0,0,0,0,0,0,0,0,0,0
153,氷砂糖　　,0,0,100,0,0,0,0,0,0,0,0,0,0
154,コーヒーシュガー　　,0.1,0,99.9,0,0,0,0,0,0,0,0,0,0
155,粉糖　　,0,0,99.7,0,0,0,0,0,0,0,0,0,0
156,しょ糖型液糖　　,0,0,70,0,0,0,0,0,0,0,0,0,0
157,転化型液糖　　,0,0,79.3,0,0,0,0,0,0,0,0,0,0
158,氷糖みつ　　　,0.2,0,68.2,0,0.01,0.02,0.1,0,0,0,0,0,0
159,粉あめ　　　,0,0,97,0,0,0,0,0,0,0,0,0,0
160,黒蜜　,1,0,50.5,0,0.03,0.04,0.5,0.78,0.41,0,0,0,0
161,はちみつ　,0.2,0,79.7,0,Tr,0.01,0.1,0.05,-,0,0,0,0
162,メープルシロップ　　　,0.1,0,66.3,0,Tr,0.02,Tr,0.13,Tr,0,0,0,0
163,あずき　　,20.3,2.2,58.7,1,0.45,0.16,2.2,1,0.39,0,Tr,0,8
164,こしあん　　,9.8,0.6,27.1,0,0.02,0.05,0.1,0.07,0,0,Tr,0,7
165,さらしあん　　,26.2,1,66.8,0,0.01,0.03,0.8,0.1,0.02,0,Tr,0,5
166,つぶしあん　　,5.6,0.6,54,0,0.02,0.03,0.1,0.18,0.03,0,Tr,0,6
167,いんげんまめ　　　,19.9,2.2,57.8,1,0.5,0.2,2,0.63,0.36,0,Tr,0,8
168,うずら豆　,6.7,1.3,49.6,0,0.03,0.01,0.3,0.14,0.04,0,Tr,0,3
169,豆きんとん　　　,4.9,0.5,56.2,0,0.01,0.01,0.1,0.07,0.03,0,Tr,0,1
170,青えんどう　,21.7,2.3,60.4,8,0.72,0.15,2.5,1.74,0.29,0,Tr,0,16
171,赤えんどう　　,21.7,2.3,60.4,1,0.72,0.15,2.5,1.74,0.29,0,Tr,0,16
172,グリンピース　　　,20.8,11.6,58.8,2,0.52,0.16,1.9,0.44,0.17,0,Tr,0,24
173,塩豆　　　,23.3,2.4,61.5,6,0.2,0.1,2.2,1.25,0.15,0,Tr,0,16
174,うぐいす豆　,5.6,0.7,52.9,Tr,0.02,0.01,0.3,0.24,0.04,0,Tr,0,8
175,ささげ　,23.9,2,55,2,0.5,0.1,2.5,1.3,0.24,0,Tr,0,14
176,そらまめ　,26,2,55.9,Tr,0.5,0.2,2.5,0.48,0.41,0,Tr,0,13
177,フライビーンズ　　　,24.7,20.8,46.4,2,0.1,0.05,1,0.26,0.36,0,Tr,0,38
178,おたふく豆　,7.9,1.2,52.2,0,0.01,0.01,0.2,0.14,0.06,0,Tr,0,6
179,ふき豆　,9.6,1.6,52.5,0,0.02,0.01,0.2,0.2,0.07,0,Tr,0,3
180,しょうゆ豆　,9.8,0.9,37.1,Tr,0.06,0.09,0.7,0.11,0.08,0,0,0,9
181,黄大豆,33.8,19.7,29.5,1,0.71,0.26,2,1.36,0.51,0,3,0,18
182,黒大豆,33.9,18.1,30.8,3,0.72,0.28,2.2,0.99,0.5,0,4,0,-
183,大豆はいが　　,37.8,14.7,39.5,2,0.03,0.73,3.4,0.59,0.56,0,0,0,190
184,ぶどう豆　,14.1,9.4,37,0,0.09,0.05,0.4,0.28,0.07,0,Tr,0,10
185,木綿豆腐　,6.6,4.2,1.6,0,0.07,0.03,0.1,0.02,0.05,0,Tr,0,13
186,絹ごし豆腐　　,4.9,3,2,0,0.1,0.04,0.2,0.09,0.06,0,Tr,0,12
187,ソフト豆腐　　,5.1,3.3,2,0,0.07,0.03,0.1,0.1,0.07,0,Tr,0,10
188,充てん豆腐　　,5,3.1,2.5,0,0.15,0.05,0.3,0.12,0.09,0,Tr,0,11
189,沖縄豆腐　　,9.1,7.2,0.7,0,0.1,0.04,0.2,Tr,0.06,0,Tr,0,16
190,ゆし豆腐　　,4.3,2.8,1.7,0,0.1,0.04,0.2,0.2,0.07,0,Tr,0,9
191,焼き豆腐　　,7.8,5.7,1,0,0.07,0.03,0.1,0.06,0.05,0,Tr,0,14
192,生揚げ　　,10.7,11.3,0.9,0,0.07,0.03,0.1,0.17,0.08,0,Tr,0,25
193,油揚げ,23.4,34.4,0.4,0,0.06,0.04,0.2,0.07,0.07,0,0,0,67
194,油揚げ　油抜き,18.2,23.4,Tr,0,0.04,0.02,0.1,0.04,0.04,0,0,0,48
195,がんもどき　　,15.3,17.8,1.6,0,0.03,0.04,0.2,0.2,0.08,0,Tr,0,43
196,凍り豆腐,50.5,34.1,4.2,1,0.02,0.02,Tr,0.1,0.02,0.1,0,0,60
197,豆腐よう　　,9.5,8.3,19.1,Tr,0.02,0.07,0.5,0.4,0.05,Tr,Tr,0,18
198,豆腐竹輪,14.9,4.4,6.7,3,0.12,0.08,0.5,0.17,0.04,0.6,Tr,0,12
199,ろくじょう豆腐　　,34.7,21.5,3.8,Tr,0.1,0.06,0.5,0.14,0.11,0,0,0,41
200,糸引き納豆　　,16.5,10,12.1,0,0.07,0.56,1.1,3.6,0.24,Tr,Tr,0,600
201,挽きわり納豆　　,16.6,10,10.5,0,0.14,0.36,0.9,4.28,0.29,0,Tr,0,930
202,五斗納豆　　,15.3,8.1,24,0,0.08,0.35,1.1,2.9,0.19,-,Tr,0,590
203,寺納豆　　,18.6,8.1,31.5,0,0.04,0.35,4.1,0.81,0.17,-,Tr,0,190
204,おから,6.1,3.6,13.8,0,0.11,0.03,0.2,0.31,0.06,0,Tr,0,8
205,豆乳,3.6,2,3.1,0,0.03,0.02,0.5,0.28,0.06,0,Tr,0,4
206,豆乳　調製豆乳,3.2,3.6,4.8,0,0.07,0.02,0.2,0.24,0.05,0,Tr,0,6
207,湯葉　,21.8,13.7,4.1,1,0.17,0.09,0.3,0.34,0.13,0,Tr,0,22
208,金山寺みそ　　　,6.9,3.2,50,0,0.12,0.18,2.3,0.74,0.1,0,Tr,0,16
209,ひしおみそ　　　,6.5,2.7,38.8,0,0.11,0.27,2.6,0.36,0.08,0,Tr,0,17
210,テンペ　　　,15.8,9,15.4,Tr,0.07,0.09,2.4,1.08,0.23,0,Tr,0,11
211,つるあずき　　,20.8,1.6,61.8,2,0.5,0.13,2,0.75,0.28,0,3,0,50
212,ひよこまめ　,20,5.2,61.5,2,0.37,0.15,1.5,1.77,0.64,0,Tr,0,9
213,べにばないんげん　,17.2,1.7,61.2,Tr,0.67,0.15,2.5,0.81,0.51,0,Tr,0,8
214,らいまめ,21.9,1.8,60.8,Tr,0.47,0.16,1.9,1.05,0.4,0,0,0,6
215,りょくとう　,25.1,1.5,59.1,13,0.7,0.22,2.1,1.66,0.52,0,Tr,0,36
216,レンズまめ,23.2,1.5,60.7,3,0.52,0.17,2.5,1.58,0.55,0,1,0,17
217,アーモンド　,19.6,51.8,20.9,1,0.2,1.06,3.6,0.49,0.09,0,0,0,0
218,あさ　　,29.5,27.9,31.3,2,0.35,0.19,2.3,0.56,0.39,0,Tr,0,50
219,えごま　　,17.7,43.4,29.4,1,0.54,0.29,7.6,1.65,0.55,0,Tr,0,1
220,ぎんなん　　,4.7,1.6,34.8,24,0.28,0.08,1.2,1.27,0.07,0,23,0,3
221,日本ぐり,2.8,0.5,36.9,3,0.21,0.07,1,1.04,0.27,0,33,0,1
222,ココナッツパウダー　　　　,6.1,65.8,23.7,0,0.03,0.03,1,0.25,0.09,0,0,0,0
223,ごま　,19.8,51.9,18.4,1,0.95,0.25,5.1,0.56,0.6,0,Tr,0,7
224,しい　生　　　,3.2,0.8,57.6,1,0.28,0.09,1.3,0.59,0.19,0,110,0,16
225,すいか　　　,29.6,46.4,13.4,1,0.1,0.16,0.8,1.04,0.71,0,Tr,0,1
226,とち　,1.7,1.9,34.2,0,Tr,0,0.1,0,Tr,0,0,0,1
227,はす　　,5.9,0.5,14.9,Tr,0.18,0.09,1.4,0.85,0.16,0,27,0,1
228,ひし　　　,5.8,0.5,40.6,1,0.42,0.08,1.2,0.71,0.32,0,12,0,2
229,らっかせい,25.4,47.5,18.8,1,0.85,0.1,17,2.56,0.46,0,0,0,Tr
230,バターピーナッツ　　　,25.5,51.3,18.2,1,0.2,0.1,17,2.42,0.48,0,0,0,1
231,ピーナッツバター　　　,25.4,50.7,20.5,1,0.2,0.09,16.2,1.88,0.36,0,0,0,Tr
232,アーティチョーク　花らい　　,2.3,0.2,11.3,1,0.08,0.1,1.2,0.51,0.08,0,15,0,2
233,あさつき　　,4.2,0.3,5.6,62,0.15,0.16,0.8,0.62,0.36,0,26,0,50
234,あしたば　　,3.3,0.1,6.7,440,0.1,0.24,1.4,0.92,0.16,0,41,0,500
235,アスパラガス　　　,2.6,0.2,3.9,31,0.14,0.15,1,0.59,0.12,0,15,0,43
236,アロエ　,0,0.1,0.7,Tr,0,0,0,0.06,0.01,0,1,0,0
237,さやいんげん,1.8,0.1,5.1,49,0.06,0.11,0.6,0.17,0.07,0,8,0,60
238,うど　,0.8,0.1,4.3,0,0.02,0.01,0.5,0.12,0.04,0,4,0,2
239,やまうど　,1.1,0.1,4.3,Tr,0.03,0.02,0.5,0.13,0.05,0,5,0,3
240,えだまめ　,11.7,6.2,8.8,22,0.31,0.15,1.6,0.53,0.15,0,27,0,30
241,エンダイブ　葉　生　　　,1.2,0.2,2.9,140,0.06,0.08,0.3,0.16,0.08,0,7,0,120
242,トウミョウ　茎葉　生　　,3.8,0.4,4,340,0.24,0.27,1.1,0.8,0.19,0,79,0,280
243,トウミョウ　,3.8,0.4,3.2,250,0.17,0.21,0.8,0.39,0.15,0,43,0,210
244,さやえんどう,3.1,0.2,7.5,47,0.15,0.11,0.8,0.56,0.08,0,60,0,47
245,グリンピース,6.9,0.4,15.3,35,0.39,0.16,2.7,0.63,0.15,0,19,0,27
246,おおさかしろな　,1.4,0.2,2.2,110,0.06,0.18,0.7,0.24,0.13,0,28,0,190
247,おかひじき　　,1.4,0.2,3.4,280,0.06,0.13,0.5,0.22,0.04,0,21,0,310
248,オクラ　,2.1,0.2,6.6,56,0.09,0.09,0.8,0.42,0.1,0,11,0,71
249,かぶ　,2.3,0.1,3.9,230,0.08,0.16,0.9,0.36,0.16,0,82,0,340
250,かぼちゃ,1.6,0.1,10.9,60,0.07,0.06,0.6,0.5,0.12,0,16,0,26
251,からしな　,3.3,0.1,4.7,230,0.12,0.27,1.2,0.32,0.25,0,64,0,260
252,カリフラワー　,3,0.1,5.2,2,0.06,0.11,0.7,1.3,0.23,0,81,0,17
253,かんぴょう　　,6.3,0.2,68.1,0,0,0.04,2.7,1.75,0.04,0,0,0,Tr
254,きく　,1.4,0,6.5,6,0.1,0.11,0.5,0.2,0.08,0,11,0,11
255,キャベツ　,1.3,0.2,5.2,4,0.04,0.03,0.2,0.22,0.11,0,41,0,78
256,グリーンボール,1.4,0.1,4.3,9,0.05,0.04,0.4,0.31,0.13,0,47,0,79
257,レッドキャベツ,2,0.1,6.7,3,0.07,0.03,0.3,0.35,0.19,0,68,0,29
258,きゅうり　,1,0.1,3,28,0.03,0.03,0.2,0.33,0.05,0,14,0,34
259,ぎょうじゃにんにく　　,3.5,0.2,6.6,170,0.1,0.16,0.8,0.39,0.15,0,59,0,320
260,キンサイ　　,1.1,0.4,3.5,150,0.05,0.11,0.6,0.35,0.08,0,15,0,180
261,クレソン　　,2.1,0.1,2.5,230,0.1,0.2,0.5,0.3,0.13,0,26,0,190
262,くわい　　,6.3,0.1,26.6,0,0.12,0.07,1.9,0.78,0.34,0,2,0,1
263,ケール,2.1,0.4,5.6,240,0.06,0.15,0.9,0.31,0.16,0,81,0,210
264,コールラビ　,1,0,5.1,1,0.04,0.05,0.2,0.2,0.09,0,45,0,7
265,こごみ　　,3,0.2,5.3,100,0,0.12,2.9,0.6,0.03,0,27,0,120
266,ごぼう,1.8,0.1,15.4,Tr,0.05,0.04,0.4,0.23,0.1,0,3,0,Tr
267,こまつな　,1.5,0.2,2.4,260,0.09,0.13,1,0.32,0.12,0,39,0,210
268,ザーサイ　　,2.5,0.1,4.6,1,0.04,0.07,0.4,0.35,0.09,0,0,0,24
269,さんとうさい　　,1,0.2,2.7,96,0.03,0.07,0.5,0.17,0.08,0,35,0,100
270,しかくまめ　　,2.4,0.1,3.8,36,0.09,0.09,0.8,0.36,0.1,0,16,0,63
271,ししとう　　,1.9,0.3,5.7,44,0.07,0.07,1.4,0.35,0.39,0,57,0,51
