id,name,protein,fat,carbohydrate,vitaminA,vitaminB1,vitaminB2,vitaminB3,vitaminB5,vitaminB6,vitaminB12,vitaminC,vitaminD,vitaminK
497,（しょうが類）　しょうが　漬物　甘酢漬　,0.2,0.3,12.5,Tr,0,0,0,0,0,0,0,0,0
498,しろうり　果実　生　　　,0.9,0.1,3.3,6,0.03,0.03,0.2,0.3,0.04,0,8,0,29
499,しろうり　漬物　塩漬　　,1,0.1,3.7,6,0.03,0.03,Tr,0.3,0.07,0,10,0,44
500,しろうり　漬物　奈良漬　　,4.5,0.1,40.8,1,0.02,0.11,0.5,0.94,0.31,0,0,0,4
501,ずいき　生ずいき　生　　　,0.5,0,4.1,9,0.01,0.02,0.2,0.28,0.03,0,5,0,9
502,ずいき　生ずいき　ゆで　　　,0.4,0,3.1,9,0,0,0,0.1,0.01,0,1,0,14
503,ずいき　干しずいき　乾　　　,6.6,0.4,63.5,1,0.15,0.3,2.5,2,0.07,0,0,0,19
504,ずいき　干しずいき　ゆで　　　,0.5,0,3.4,0,0,0.01,0,0.06,0,0,0,0,3
505,すぐきな　葉　生　　　,1.9,0.2,5.4,170,0.08,0.13,1.1,0.35,0.05,0,73,0,280
506,すぐきな　根　生　　　,0.6,0.1,4.7,0,0.03,0.03,0.7,0.26,0.01,0,13,0,0
507,すぐきな　すぐき漬　　　,2.6,0.7,6.1,250,0.12,0.11,1.3,0.24,0.13,0,35,0,270
508,ズッキーニ　果実　生　　　,1.3,0.1,2.8,27,0.05,0.05,0.4,0.22,0.09,0,20,0,35
509,せり　茎葉　生　　　,2,0.1,3.3,160,0.04,0.13,1.2,0.42,0.11,0,20,0,160
510,せり　茎葉　ゆで　　　,2.1,0.1,3.4,150,0.02,0.06,0.6,0.32,0.07,0,10,0,160
511,セロリ　葉柄　生　　　,0.4,0.1,3.6,4,0.03,0.03,Tr,0.26,0.08,0,7,0,10
512,ぜんまい　生ぜんまい　若芽　生　　,1.7,0.1,6.6,44,0.02,0.09,1.4,0.64,0.05,0,24,0,34
513,ぜんまい　生ぜんまい　若芽　ゆで　　,1.1,0.4,4.1,36,0.01,0.05,0.7,0.12,0,0,2,0,34
514,ぜんまい　干しぜんまい　干し若芽　乾　　,14.6,0.6,70.8,59,0.1,0.41,8,3.1,0.02,0,0,0,120
515,ぜんまい　干しぜんまい　干し若芽　ゆで　　,1.7,0.1,6.8,1,0,0.01,0,0,0,0,0,0,20
516,そらまめ　未熟豆　生　　　,10.9,0.2,15.5,20,0.3,0.2,1.5,0.46,0.17,0,23,0,18
517,そらまめ　未熟豆　ゆで　　　,10.5,0.2,16.9,18,0.22,0.18,1.2,0.39,0.13,0,18,0,19
518,タアサイ　葉　生　　　,1.3,0.2,2.2,180,0.05,0.09,0.9,0.19,0.12,0,31,0,220
519,タアサイ　葉　ゆで　　　,1.1,0.2,2.3,200,0.02,0.03,0.4,0.09,0.05,0,14,0,230
520,（だいこん類）　かいわれだいこん　芽ばえ　生　　,2.1,0.5,3.3,160,0.08,0.13,1.3,0.29,0.23,0,47,0,200
521,（だいこん類）　葉だいこん　葉　生　　,2,0.2,3.3,190,0.07,0.15,0.5,0.39,0.22,0,49,0,220
522,（だいこん類）　だいこん　葉　生　　,2.2,0.1,5.3,330,0.09,0.16,0.5,0.26,0.18,0,53,0,270
523,（だいこん類）　だいこん　葉　ゆで　　,2.2,0.1,5.4,370,0.01,0.06,0.1,0.11,0.1,0,21,0,340
524,（だいこん類）　だいこん　根　皮つき　生　　,0.5,0.1,4.1,0,0.02,0.01,0.3,0.12,0.04,0,12,0,Tr
525,（だいこん類）　だいこん　根　皮つき　ゆで　　,0.4,Tr,4.5,0,0.02,0.01,0.2,0.1,0.03,0,9,0,0
526,（だいこん類）　だいこん　根　皮むき　生　　,0.4,0.1,4.1,0,0.02,0.01,0.2,0.11,0.05,0,11,0,Tr
527,（だいこん類）　だいこん　根　皮むき　ゆで　　,0.5,0.1,4,0,0.02,0.01,0.2,0.08,0.04,0,9,0,0
528,（だいこん類）　切干しだいこん　乾　,9.7,0.8,69.7,Tr,0.35,0.2,4.6,1.24,0.29,0,28,0,Tr
529,（だいこん類）　切干しだいこん　ゆで　　,0.9,0.1,4.1,0,0.01,Tr,0.1,0.04,0.01,0,Tr,0,0
530,（だいこん類）　切干しだいこん　油いため　　,1.5,6,7.6,0,0.02,0.02,0.2,0.07,0.02,0,Tr,0,7
531,（だいこん類）　漬物　ぬかみそ漬　　,1.3,0.1,6.7,0,0.33,0.04,2.7,0.43,0.22,0,15,0,1
532,（だいこん類）　漬物　たくあん漬　塩押しだいこん漬　,1.2,0.3,15.2,0,0.21,0.01,0.7,0.27,0.07,0,53,0,0
533,（だいこん類）　漬物　たくあん漬　干しだいこん漬　,1.9,0.1,5.5,0,0.21,0.03,1.6,0.66,0.22,0,12,0,0
534,（だいこん類）　漬物　守口漬　　,5.3,0.2,44.3,0,0.05,0.17,0.7,0.19,0.32,0,0,0,0
535,（だいこん類）　漬物　べったら漬　　,0.9,0.1,14,0,0.03,0.02,0.1,0.13,0.04,0,45,0,0
536,（だいこん類）　漬物　みそ漬　　,4.5,0.3,16.3,0,0.06,0.08,0.3,0.2,0.06,0,0,0,0
537,（だいこん類）　漬物　福神漬　　,2.7,0.1,33.3,8,0.02,0.1,0,0,0,0,0,0,7
538,（たいさい類）　つまみな　葉　生　　,1.9,0.3,3.6,160,0.06,0.14,1,0.33,0.1,0,47,0,270
539,（たいさい類）　たいさい　葉　生　　,0.9,0.1,3.5,130,0.07,0.07,0.5,0.14,0.08,0,45,0,110
540,（たいさい類）　たいさい　塩漬　　,1.6,0.1,4.3,180,0.03,0.07,0.5,0.19,0.1,0,41,0,140
541,たかな　葉　生　　　,1.8,0.2,4.2,190,0.06,0.1,0.4,0.27,0.16,0,69,0,120
542,たかな　たかな漬　　　,2.8,0.2,7,300,0.07,0.14,0.5,0.25,0.1,0,30,0,220
543,たけのこ　若茎　生　　　,3.6,0.2,4.3,1,0.05,0.11,0.7,0.63,0.13,0,10,0,2
544,たけのこ　若茎　ゆで　　　,3.5,0.2,5.5,1,0.04,0.09,0.6,0.63,0.06,0,8,0,2
545,たけのこ　水煮缶詰　　　,2.7,0.2,4,0,0.01,0.04,0.1,0.1,0.02,0,0,0,1
546,たけのこ　めんま　塩蔵　塩抜き　　　,1,0.5,3.6,0,0,0,0,0,0,0,0,0,Tr
547,（たまねぎ類）　たまねぎ　りん茎　生　　,1,0.1,8.8,Tr,0.03,0.01,0.1,0.19,0.16,0,8,0,Tr
548,（たまねぎ類）　たまねぎ　りん茎　水さらし　　,0.6,0.1,6.1,Tr,0.03,0.01,0.1,0.14,0.09,0,5,0,Tr
549,（たまねぎ類）　たまねぎ　りん茎　ゆで　　,0.8,0.1,7.3,Tr,0.03,0.01,0.1,0.15,0.11,0,5,0,Tr
550,（たまねぎ類）　たまねぎ　りん茎　油いため　　,1.4,5.9,12,Tr,0.04,0.02,0.1,0.29,0.22,0,9,0,7
551,（たまねぎ類）　赤たまねぎ　りん茎　生　　,0.9,0.1,9,0,0.03,0.02,0.1,0.15,0.13,0,7,0,Tr
552,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生　　,1.8,0.4,7.6,120,0.06,0.11,0.6,0.13,0.16,0,32,0,92
553,たらのめ　若芽　生　　　,4.2,0.2,4.3,48,0.15,0.2,2.5,0.53,0.22,0,7,0,99
554,たらのめ　若芽　ゆで　　　,4,0.2,4.1,50,0.07,0.11,1.3,0.23,0.11,0,3,0,97
555,チコリ　若芽　生　　　,1,Tr,3.9,1,0.06,0.02,0.2,0.14,0.03,0,2,0,8
556,チンゲンサイ　葉　生　　　,0.6,0.1,2,170,0.03,0.07,0.3,0.17,0.08,0,24,0,84
557,チンゲンサイ　葉　ゆで　　　,0.9,0.1,2.4,220,0.03,0.05,0.3,0.12,0.04,0,15,0,120
558,チンゲンサイ　葉　油いため　　　,0.8,3.2,2.2,250,0.03,0.06,0.3,0.12,0.05,0,21,0,110
559,つくし　胞子茎　生　　　,3.5,0.1,8.1,88,0.07,0.14,2.2,0.9,0.35,0,33,0,19
560,つくし　胞子茎　ゆで　　　,3.4,0.1,6.7,96,Tr,0.1,1.1,0.48,0.21,0,15,0,17
561,つるな　茎葉　生　　　,1.8,0.1,2.8,230,0.08,0.3,1,0.46,0.13,0,22,0,310
562,つるむらさき　茎葉　生　　　,0.7,0.2,2.6,250,0.03,0.07,0.3,0.21,0.09,0,41,0,350
563,つるむらさき　茎葉　ゆで　　　,0.9,0.2,3.2,280,0.02,0.05,0.2,0.15,0.04,0,18,0,350
564,つわぶき　葉柄　生　　　,0.4,0,5.6,5,0.01,0.04,0.4,0.1,0.02,0,4,0,8
565,つわぶき　葉柄　ゆで　　　,0.3,0,4.4,7,0.01,0.03,0.2,0,0.01,0,0,0,8
566,とうがらし　葉･果実　生　　　,3.4,0.1,7.2,430,0.08,0.28,1.3,0.41,0.25,0,92,0,230
567,とうがらし　葉･果実　油いため　　　,4,4.9,8.5,480,0.12,0.28,1.4,0.45,0.28,0,56,0,250
568,とうがらし　果実　生　　　,3.9,3.4,16.3,640,0.14,0.36,3.7,0.95,1,0,120,0,27
569,とうがらし　果実　乾　　　,14.7,12,58.4,1500,0.5,1.4,14,3.61,3.81,0,1,0,58
570,とうがん　果実　生　　　,0.5,0.1,3.8,0,0.01,0.01,0.4,0.21,0.03,0,39,0,1
571,とうがん　果実　ゆで　　　,0.6,0.1,3.7,0,0.01,0.01,0.4,0.2,0.03,0,27,0,Tr
572,（とうもろこし類）　スイートコーン　未熟種子　生　　,3.6,1.7,16.8,4,0.15,0.1,2.3,0.58,0.14,0,8,0,1
573,（とうもろこし類）　スイートコーン　未熟種子　ゆで　　,3.5,1.7,18.6,4,0.12,0.1,2.2,0.51,0.12,0,6,0,0
574,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理　　,4.2,2.2,19.1,5,0.16,0.11,2.4,0.67,0.14,0,6,0,0
575,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍　　,3.5,1.5,18.7,7,0.12,0.09,2.2,0.49,0.1,0,6,0,Tr
576,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　　,2.9,1.5,19.4,6,0.11,0.08,1.8,0.4,0.08,0,4,0,0
577,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル　,1.7,0.5,18.6,4,0.02,0.05,0.8,0.34,0.03,0,3,0,0
578,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル　,2.3,0.5,17.8,5,0.03,0.05,0.8,0.19,0.05,0,2,0,Tr
579,（とうもろこし類）　ヤングコーン　幼雌穂　生　　,2.3,0.2,6,3,0.09,0.11,0.9,0.4,0.16,0,9,0,1
580,（トマト類）　トマト　果実　生　　,0.7,0.1,4.7,45,0.05,0.02,0.7,0.17,0.08,0,15,0,4
581,（トマト類）　ミニトマト　果実　生　　,1.1,0.1,7.2,80,0.07,0.05,0.8,0.17,0.11,0,32,0,7
582,（トマト類）　缶詰　ホール　食塩無添加　,0.9,0.2,4.4,47,0.06,0.03,0.6,0.22,0.1,0,10,0,5
583,（トマト類）　缶詰　トマトジュース　食塩添加　,0.7,0.1,4,26,0.04,0.04,0.7,0.18,0.09,0,6,0,2
584,（トマト類）　缶詰　トマトジュース　食塩無添加　,0.7,0.1,4,26,0.04,0.04,0.7,0.18,0.09,0,6,0,2
585,（トマト類）　缶詰　ミックスジュース　食塩添加　,0.6,0,4.3,32,0.03,0.03,0.4,0.2,0.06,0,3,0,6
586,（トマト類）　缶詰　ミックスジュース　食塩無添加　,0.6,0,4.3,32,0.03,0.03,0.4,0.2,0.06,0,3,0,6
587,トレビス　葉　生　　　,1.1,0.2,3.9,1,0.04,0.04,0.2,0.24,0.03,0,6,0,13
588,とんぶり　ゆで　　　,6.1,3.5,12.9,67,0.11,0.17,0.3,0.48,0.16,0,1,0,120
589,ながさきはくさい　葉　生　　　,1.3,0.1,2.6,160,0.05,0.13,0.7,0.28,0.14,0,88,0,130
590,ながさきはくさい　葉　ゆで　　　,2.2,0.1,3.4,220,0.02,0.07,0.3,0.11,0.06,0,23,0,150
591,（なす類）　なす　果実　生　　,1.1,0.1,5.1,8,0.05,0.05,0.5,0.33,0.05,0,4,0,10
592,（なす類）　なす　果実　ゆで　　,1,0.1,4.5,8,0.04,0.04,0.4,0.29,0.03,0,1,0,10
593,（なす類）　なす　果実　油いため　　,1.5,5.8,6.3,16,0.06,0.07,0.7,0.4,0.06,0,2,0,11
594,（なす類）　なす　果実　天ぷら　　,1.6,14,12,9,0.05,0.07,0.6,0.16,0.04,0,2,-,22
595,（なす類）　べいなす　果実　生　　,1.1,0.1,5.3,4,0.04,0.04,0.6,0.3,0.06,0,6,0,9
596,（なす類）　べいなす　果実　素揚げ　　,1,17,6.7,2,0.05,0.04,0.6,0.3,0.05,0,2,0,31
597,（なす類）　漬物　塩漬　　,1.4,0.1,5.2,4,0.03,0.04,0.4,0.41,0.07,0,7,0,10
598,（なす類）　漬物　ぬかみそ漬　　,1.7,0.1,6.1,2,0.1,0.04,1,0.67,0.15,Tr,8,0,12
599,（なす類）　漬物　こうじ漬　　,5.5,0.1,18.2,Tr,0.03,0.05,0.3,0.13,0.03,0,0,0,27
600,（なす類）　漬物　からし漬　　,2.6,0.2,30.7,6,0.06,0.04,0.6,0.08,0.09,0,87,0,24
601,（なす類）　漬物　しば漬　　,1.4,0.2,7,48,0,0.02,0.1,0.13,0.03,0,0,0,72
602,なずな　葉　生　　　,4.3,0.1,7,430,0.15,0.27,0.5,1.1,0.32,0,110,0,330
603,（なばな類）　和種なばな　花らい・茎　生　　,4.4,0.2,5.8,180,0.16,0.28,1.3,0.73,0.26,0,130,0,250
604,（なばな類）　和種なばな　花らい・茎　ゆで　　,4.7,0.1,4.3,200,0.07,0.14,0.5,0.3,0.11,0,44,0,250
605,（なばな類）　洋種なばな　茎葉　生　　,4.1,0.4,6,220,0.11,0.24,1.3,0.8,0.22,0,110,0,260
606,（なばな類）　洋種なばな　茎葉　ゆで　　,3.6,0.4,5.3,230,0.06,0.13,0.6,0.47,0.11,0,55,0,270
607,にがうり　果実　生　　　,1,0.1,3.9,17,0.05,0.07,0.3,0.37,0.06,0,76,0,41
608,にがうり　果実　油いため　　　,1.2,3.3,4.6,19,0.05,0.08,0.3,0.41,0.07,0,75,0,45
609,（にら類）　にら　葉　生　　,1.7,0.3,4,290,0.06,0.13,0.6,0.5,0.16,0,19,0,180
610,（にら類）　にら　葉　ゆで　　,2.6,0.5,5.7,370,0.04,0.12,0.3,0.39,0.13,0,11,0,330
611,（にら類）　にら　葉　油いため　　,1.9,5.7,4.9,380,0.06,0.16,0.8,0.59,0.2,0,21,0,220
612,（にら類）　花にら　花茎・花らい　生　　,1.9,0.2,5.9,91,0.07,0.08,0.6,0.42,0.17,0,23,0,100
613,（にら類）　黄にら　葉　生　　,2.1,0.1,3.3,5,0.05,0.08,0.7,0.38,0.12,0,15,0,29
614,（にんじん類）　葉にんじん　葉　生　　,1.1,0.2,3.7,140,0.06,0.12,1.1,0.43,0.15,0,22,0,160
615,（にんじん類）　にんじん　根　皮つき　生　　,0.7,0.2,9.3,720,0.07,0.06,0.8,0.37,0.1,0,6,0,17
616,（にんじん類）　にんじん　根　皮つき　ゆで　　,0.6,0.2,8.4,710,0.06,0.05,0.7,0.42,0.09,0,4,0,15
617,（にんじん類）　にんじん　根　皮むき　生　　,0.8,0.1,8.7,690,0.07,0.06,0.7,0.33,0.1,0,6,0,18
618,（にんじん類）　にんじん　根　皮むき　ゆで　　,0.7,0.1,8.5,730,0.06,0.05,0.6,0.25,0.1,0,4,0,18
619,（にんじん類）　にんじん　根　皮むき　油いため　　,1.1,6.4,12.4,1000,0.11,0.08,1.1,0.45,0.14,0,5,0,22
620,（にんじん類）　にんじん　根　皮むき　素揚げ　,1,3.5,13.9,330,0.1,0.07,0.9,0.5,0.15,0,6,0,34
621,（にんじん類）　にんじん　根　皮　生　,0.7,0.2,7.3,720,0.05,0.05,1.1,0.31,0.12,0,4,0,12
622,（にんじん類）　にんじん　根　冷凍　　,0.8,0.2,8.2,810,0.04,0.03,0.4,0.29,0.08,0,5,0,4
623,（にんじん類）　にんじん　グラッセ　,0.7,1.4,12.7,880,0.03,0.03,0.4,0.14,0.09,0,2,0,7
624,（にんじん類）　にんじん　ジュース　缶詰　　,0.6,0.1,6.7,370,0.03,0.04,0.6,0.27,0.08,0,1,0,2
625,（にんじん類）　きんとき　根　皮つき　生　　,1.8,0.2,9.6,410,0.07,0.05,1,0.32,0.12,0,8,0,2
626,（にんじん類）　きんとき　根　皮つき　ゆで　　,1.9,0.2,9.2,410,0.07,0.05,0.9,0.33,0.12,0,6,0,2
627,（にんじん類）　きんとき　根　皮むき　生　　,1.8,0.3,9.7,380,0.07,0.05,1,0.33,0.13,0,8,0,2
628,（にんじん類）　きんとき　根　皮むき　ゆで　　,1.9,0.4,9.6,400,0.06,0.06,0.8,0.28,0.14,0,8,0,2
629,（にんじん類）　ミニキャロット　根　生　　,0.7,0.2,7.5,500,0.04,0.03,0.6,0.41,0.1,0,4,0,13
630,（にんにく類）　にんにく　りん茎　生　　,6.4,0.9,27.5,Tr,0.19,0.07,0.7,0.55,1.53,0,12,0,0
631,（にんにく類）　にんにく　りん茎　油いため　　,8.2,5.9,30.6,Tr,0.23,0.09,0.8,0.68,1.8,0,10,0,3
632,（にんにく類）　茎にんにく　花茎　生　　,1.9,0.3,10.6,60,0.11,0.1,0.3,0.29,0.31,0,45,0,54
633,（にんにく類）　茎にんにく　花茎　ゆで　　,1.7,0.2,10.7,56,0.1,0.07,0.3,0.31,0.28,0,39,0,51
634,（ねぎ類）　根深ねぎ　葉　軟白　生　　,1.4,0.1,8.3,7,0.05,0.04,0.4,0.17,0.12,0,14,0,8
635,（ねぎ類）　根深ねぎ　葉　軟白　ゆで　　,1.3,0.1,6.8,6,0.04,0.03,0.3,0.17,0.09,0,10,0,8
636,（ねぎ類）　根深ねぎ　葉　軟白　油いため　　,1.6,4.4,9.5,6,0.06,0.05,0.4,0.17,0.14,0,15,0,8
637,（ねぎ類）　葉ねぎ　葉　生　　,1.9,0.3,6.5,120,0.06,0.11,0.5,0.23,0.13,0,32,0,110
638,（ねぎ類）　葉ねぎ　葉　油いため　　,2.1,5.2,7.9,150,0.07,0.12,0.5,0.29,0.16,0,43,0,150
639,（ねぎ類）　こねぎ　葉　生　　,2,0.3,5.4,190,0.08,0.14,0.6,0.2,0.13,0,44,0,120
640,のざわな　葉　生　　　,0.9,0.1,3.5,100,0.06,0.1,0.7,0.17,0.11,0,41,0,100
641,のざわな　漬物　塩漬　　,1.2,0.1,4.1,130,0.05,0.11,0.5,0.13,0.06,0,27,0,110
642,のざわな　漬物　調味漬　　,1.7,0,5.4,200,0.03,0.11,0.5,0.17,0.08,0,26,0,200
643,のびる　りん茎葉　生　　　,3.2,0.2,15.5,67,0.08,0.22,1.1,0.29,0.16,0,60,0,160
644,はくさい　結球葉　生　　　,0.8,0.1,3.2,8,0.03,0.03,0.6,0.25,0.09,0,19,0,59
645,はくさい　結球葉　ゆで　　　,0.9,0.1,2.9,11,0.01,0.01,0.3,0.25,0.04,0,10,0,87
646,はくさい　漬物　塩漬　　,1.4,0.1,3.4,1,0.04,0.03,0.3,0.22,0.12,0,27,0,57
647,はくさい　漬物　キムチ　　,2.8,0.3,7.9,18,0.05,0.14,0.8,0.43,0.21,0,24,0,63
648,パクチョイ　葉　生　　　,1.6,0.2,2.7,150,0.07,0.12,0.8,0.34,0.11,0,45,0,190
649,バジル　葉　生　　　,2,0.6,4,520,0.08,0.19,0.6,0.29,0.11,0,16,0,440
650,パセリ　葉　生　　　,4,0.7,7.8,620,0.12,0.24,1.2,0.48,0.27,0,120,0,850
651,はつかだいこん　根　生　　　,0.8,0.1,3.1,0,0.02,0.02,0.1,0.18,0.07,0,19,0,1
652,はやとうり　果実　白色種　生　　,0.6,0.1,4.9,0,0.02,0.03,0.3,0.46,0.04,0,11,0,9
653,はやとうり　果実　緑色種　生　　,0.6,0.1,4.9,2,0.02,0.03,0.3,0.46,0.04,0,11,0,9
654,はやとうり　果実　白色種　塩漬　,0.6,Tr,4.4,0,0.02,0.04,0.3,0.47,0.04,0,9,0,11
655,ビーツ　根　生　　　,1.6,0.1,9.3,0,0.05,0.05,0.3,0.31,0.07,0,5,0,0
656,ビーツ　根　ゆで　　　,1.5,0.1,10.2,0,0.04,0.04,0.2,0.31,0.05,0,3,0,0
657,（ピーマン類）　青ピーマン　果実　生　　,0.9,0.2,5.1,33,0.03,0.03,0.6,0.3,0.19,0,76,0,20
658,（ピーマン類）　青ピーマン　果実　油いため　　,0.9,4.3,5.4,35,0.03,0.03,0.6,0.31,0.2,0,79,0,21
659,（ピーマン類）　赤ピーマン　果実　生　　,1,0.2,7.2,88,0.06,0.14,1.2,0.28,0.37,0,170,0,7
660,（ピーマン類）　赤ピーマン　果実　油いため　　,1,4.3,7.6,92,0.06,0.16,1.2,0.29,0.39,0,180,0,7
661,（ピーマン類）　黄ピーマン　果実　生　　,0.8,0.2,6.6,17,0.04,0.03,1,0.25,0.26,0,150,0,3
662,（ピーマン類）　黄ピーマン　果実　油いため　　,0.8,4.3,6.9,18,0.04,0.03,1,0.26,0.27,0,160,0,3
663,（ピーマン類）　トマピー　果実　生　　,1,0.2,7.5,160,0.05,0.09,1.2,0.33,0.56,0,200,0,4
664,ひのな　根・茎葉　生　　　,1,Tr,4.7,98,0.05,0.13,0.7,0.18,0.14,0,52,0,93
665,ひのな　根・茎葉　甘酢漬　　　,1.4,0.5,17.3,170,0.04,0.08,0.7,0.2,0.12,0,39,0,120
666,ひろしまな　葉　生　　　,1.5,0.2,4.2,160,0.06,0.15,0.7,0.47,0.1,0,49,0,160
667,ひろしまな　塩漬　　　,1.2,0.2,3.3,170,0.02,0.07,0.2,0.07,0.04,0,15,0,210
668,（ふき類）　ふき　葉柄　生　　,0.3,0,3,4,Tr,0.02,0.1,0.07,0.01,0,2,0,6
669,（ふき類）　ふき　葉柄　ゆで　　,0.3,0,1.9,5,Tr,0.01,0.1,0,0.08,0,0,0,5
670,（ふき類）　ふきのとう　花序　生　　,2.5,0.1,10,33,0.1,0.17,0.9,0.45,0.18,0,14,0,92
671,（ふき類）　ふきのとう　花序　ゆで　　,2.5,0.1,7,22,0.06,0.08,0.5,0.24,0.07,0,3,0,69
672,ふじまめ　若ざや　生　　　,2.5,0.1,7.4,20,0.08,0.1,0.9,0.35,0.08,0,13,0,29
673,ふだんそう　葉　生　　　,2,0.1,3.7,310,0.07,0.23,0.4,0.53,0.25,0,19,0,180
674,ふだんそう　葉　ゆで　　　,2.8,0.1,5.4,320,0.03,0.11,0.1,0.44,0.14,0,7,0,220
675,ブロッコリー　花序　生　　　,4.3,0.5,5.2,67,0.14,0.2,0.8,1.12,0.27,0,120,0,160
676,ブロッコリー　花序　ゆで　　　,3.5,0.4,4.3,64,0.06,0.09,0.4,0.78,0.12,0,54,0,150
677,ブロッコリー　芽ばえ　生　　　,1.9,0.6,2.6,120,0.08,0.11,1.3,0.52,0.2,0,64,0,150
678,へちま　果実　生　　　,0.8,0.1,3.8,4,0.03,0.04,0.2,0.3,0.07,0,5,0,12
679,へちま　果実　ゆで　　　,1.6,0.1,3.7,3,0.03,0.06,0.2,0.39,0.05,0,3,0,11
680,ほうれんそう　葉　通年平均　生　　,2.2,0.4,3.1,350,0.11,0.2,0.6,0.2,0.14,0,35,0,270
681,ほうれんそう　葉　夏採り　生　　,2.2,0.4,3.1,350,0.11,0.2,0.6,0.2,0.14,0,20,0,270
682,ほうれんそう　葉　冬採り　生　　,2.2,0.4,3.1,350,0.11,0.2,0.6,0.2,0.14,0,60,0,270
683,ほうれんそう　葉　通年平均　ゆで　　,2.6,0.5,4,450,0.05,0.11,0.3,0.13,0.08,0,19,0,320
684,ほうれんそう　葉　夏採り　ゆで　　,2.6,0.5,4,450,0.05,0.11,0.3,0.13,0.08,0,10,0,320
685,ほうれんそう　葉　冬採り　ゆで　　,2.6,0.5,4,450,0.05,0.11,0.3,0.13,0.08,0,30,0,320
686,ほうれんそう　葉　通年平均　油いため　　,3.8,8.1,4.4,630,0.08,0.16,0.5,0.2,0.09,0,21,0,510
687,ほうれんそう　葉　冷凍　　　,3.3,0.2,3.1,500,0.06,0.15,0.5,0.19,0.11,0,21,0,280
688,ホースラディシュ　根茎　生　　　,3.1,0.3,17.7,1,0.1,0.1,0.5,0.32,0.23,0,73,0,0
689,まこも　茎　生　　　,1.3,0.2,4.4,1,0.04,0.03,0.5,0.25,0.08,0,6,0,2
690,みずかけな　葉　生　　　,2.9,0.1,4.7,190,0.11,0.23,1.1,0.55,0.17,0,88,0,200
691,みずかけな　塩漬　　　,4.9,Tr,5.7,240,0.12,0.34,1.5,0.54,0.24,0,70,0,200
692,みずな　葉　生　　　,2.2,0.1,4.8,110,0.08,0.15,0.7,0.5,0.18,0,55,0,120
693,みずな　葉　ゆで　　　,2,0.1,4.7,140,0.04,0.08,0.4,0.29,0.1,0,19,0,120
694,みずな　塩漬　　　,2,0.1,5.9,92,0.07,0.15,0.5,0.39,0.19,0,47,0,130
695,（みつば類）　切りみつば　葉　生　　,1,0.1,4,61,0.03,0.09,0.4,0.29,0.04,0,8,0,63
696,（みつば類）　切りみつば　葉　ゆで　　,0.9,0.1,3.3,65,0.02,0.04,0.2,0.15,0.01,0,1,0,77
697,（みつば類）　根みつば　葉　生　　,1.9,0.1,4.1,140,0.05,0.13,1,0.33,0.06,0,22,0,120
698,（みつば類）　根みつば　葉　ゆで　　,2.3,0.1,3.9,170,0.03,0.05,0.4,0.27,0.04,0,12,0,150
699,（みつば類）　糸みつば　葉　生　　,0.9,0.1,2.9,270,0.04,0.14,0.7,0.3,0.06,0,13,0,220
700,（みつば類）　糸みつば　葉　ゆで　　,1.1,0,4,340,0.02,0.08,0.4,0.22,0.03,0,4,0,250
701,みぶな　葉　生　　　,1.1,0.3,2.9,150,0.04,0.07,0.7,0.12,0.11,0,38,0,160
702,（みょうが類）　みょうが　花穂　生　　,0.9,0.1,2.6,3,0.05,0.05,0.4,0.2,0.07,0,2,0,20
703,（みょうが類）　みょうがたけ　茎葉　生　　,0.4,0.1,1.5,1,0.02,0.02,0.1,0.07,0.02,0,1,0,8
704,むかご 　肉芽　生　　　,2.9,0.2,20.6,2,0.11,0.02,0.3,0.6,0.07,0,9,0,0
705,めキャベツ　結球葉　生　　　,5.7,0.1,9.9,59,0.19,0.23,0.9,0.76,0.27,0,160,0,150
706,めキャベツ　結球葉　ゆで　　　,5.3,0.1,9.8,57,0.13,0.16,0.6,0.65,0.22,0,110,0,160
707,めたで　　芽ばえ　生　　　,3,0.5,8.8,410,0.15,0.21,1.1,0.29,0.27,0,67,0,360
708,（もやし類）　アルファルファもやし　生　　,1.6,0.1,2,5,0.07,0.09,0.2,0.46,0.1,0,5,0,47
709,（もやし類）　だいずもやし　生　　,3.7,1.5,2.3,0,0.09,0.07,0.4,0.36,0.08,0,5,0,57
710,（もやし類）　だいずもやし　ゆで　　,2.9,1.6,2.2,0,0.04,0.04,0.1,0.19,0.04,0,1,0,49
711,（もやし類）　ブラックマッペもやし　生　　,2,Tr,2.7,0,0.04,0.06,0.4,0.34,0.06,0,11,0,5
712,（もやし類）　ブラックマッペもやし　ゆで　　,1.3,Tr,2.7,0,0.02,0.02,0.1,0.2,0.03,0,2,0,6
713,（もやし類）　りょくとうもやし　生　　,1.7,0.1,2.6,Tr,0.04,0.05,0.3,0.23,0.05,0,8,0,3
714,（もやし類）　りょくとうもやし　ゆで　　,1.6,0,2.3,Tr,0.03,0.04,0.2,0.14,0.02,0,2,0,3
